"region","scenario","fuel","year","Elec_Generation"
"China","Policy_NoDAC_CI_IPSL","gas","2050",1.4155413
"China","Policy_NoDAC_CI_IPSL","gas","2055",1.35999908
"China","Policy_NoDAC_CI_IPSL","gas","2060",1.369631579
"China","Policy_NoDAC_CI_IPSL","gas","2065",1.538747862
"China","Policy_NoDAC_CI_IPSL","gas","2070",1.589633595
"China","Policy_NoDAC_CI_IPSL","gas","2075",1.6524232286
"China","Policy_NoDAC_CI_IPSL","gas","2080",1.4629686515
"China","Policy_NoDAC_CI_IPSL","gas","2085",1.27834372426
"China","Policy_NoDAC_CI_IPSL","gas","2090",1.032913944841
"China","Policy_NoDAC_CI_IPSL","gas","2095",1.015958999272
"China","Policy_NoDAC_CI_IPSL","gas","2100",1.050601386376
"China","Policy_NoDAC_CI_IPSL","geothermal","1990",0.0002052
"China","Policy_NoDAC_CI_IPSL","geothermal","2005",0.000413999
"China","Policy_NoDAC_CI_IPSL","geothermal","2010",0.000449999
"China","Policy_NoDAC_CI_IPSL","geothermal","2015",0.000449999
"China","Policy_NoDAC_CI_IPSL","geothermal","2020",0.0662588
"China","Policy_NoDAC_CI_IPSL","geothermal","2025",0.113018
"China","Policy_NoDAC_CI_IPSL","geothermal","2030",0.113029
"China","Policy_NoDAC_CI_IPSL","geothermal","2035",0.112796
"China","Policy_NoDAC_CI_IPSL","geothermal","2040",0.112848
"China","Policy_NoDAC_CI_IPSL","geothermal","2045",0.112846
"China","Policy_NoDAC_CI_IPSL","geothermal","2050",0.112832
"China","Policy_NoDAC_CI_IPSL","geothermal","2055",0.112898
"China","Policy_NoDAC_CI_IPSL","geothermal","2060",0.112962
"China","Policy_NoDAC_CI_IPSL","geothermal","2065",0.112834
"China","Policy_NoDAC_CI_IPSL","geothermal","2070",0.112931
"China","Policy_NoDAC_CI_IPSL","geothermal","2075",0.11292
"China","Policy_NoDAC_CI_IPSL","geothermal","2080",0.112891
"China","Policy_NoDAC_CI_IPSL","geothermal","2085",0.112992
"China","Policy_NoDAC_CI_IPSL","geothermal","2090",0.113022
"China","Policy_NoDAC_CI_IPSL","geothermal","2095",0.112808
"China","Policy_NoDAC_CI_IPSL","geothermal","2100",0.112886
"China","Policy_NoDAC_CI_IPSL","hydro","1990",0.456446
"China","Policy_NoDAC_CI_IPSL","hydro","2005",1.42964
"China","Policy_NoDAC_CI_IPSL","hydro","2010",2.56154
"China","Policy_NoDAC_CI_IPSL","hydro","2015",4.01311
"China","Policy_NoDAC_CI_IPSL","hydro","2020",2.74265
"China","Policy_NoDAC_CI_IPSL","hydro","2025",2.81398
"China","Policy_NoDAC_CI_IPSL","hydro","2030",2.8879
"China","Policy_NoDAC_CI_IPSL","hydro","2035",2.96395
"China","Policy_NoDAC_CI_IPSL","hydro","2040",3.09628
"China","Policy_NoDAC_CI_IPSL","hydro","2045",3.224
"China","Policy_NoDAC_CI_IPSL","hydro","2050",3.35134
"China","Policy_NoDAC_CI_IPSL","hydro","2055",3.47858
"China","Policy_NoDAC_CI_IPSL","hydro","2060",3.60408
"China","Policy_NoDAC_CI_IPSL","hydro","2065",3.72668
"China","Policy_NoDAC_CI_IPSL","hydro","2070",3.8477
"China","Policy_NoDAC_CI_IPSL","hydro","2075",3.9667
"China","Policy_NoDAC_CI_IPSL","hydro","2080",4.08294
"China","Policy_NoDAC_CI_IPSL","hydro","2085",4.19553
"China","Policy_NoDAC_CI_IPSL","hydro","2090",4.30415
"China","Policy_NoDAC_CI_IPSL","hydro","2095",4.40924
"China","Policy_NoDAC_CI_IPSL","hydro","2100",4.01308
"China","Policy_NoDAC_CI_IPSL","nuclear","1990",0
"China","Policy_NoDAC_CI_IPSL","nuclear","2005",0.191116
"China","Policy_NoDAC_CI_IPSL","nuclear","2010",0.265967
"China","Policy_NoDAC_CI_IPSL","nuclear","2015",0.614838
"China","Policy_NoDAC_CI_IPSL","nuclear","2020",1.030818
"China","Policy_NoDAC_CI_IPSL","nuclear","2025",1.484159
"China","Policy_NoDAC_CI_IPSL","nuclear","2030",1.999355
"China","Policy_NoDAC_CI_IPSL","nuclear","2035",5.472982
"China","Policy_NoDAC_CI_IPSL","nuclear","2040",7.905711
"China","Policy_NoDAC_CI_IPSL","nuclear","2045",10.686119
"China","Policy_NoDAC_CI_IPSL","nuclear","2050",13.603726
"China","Policy_NoDAC_CI_IPSL","nuclear","2055",15.043755
"China","Policy_NoDAC_CI_IPSL","nuclear","2060",15.644461
"China","Policy_NoDAC_CI_IPSL","nuclear","2065",17.2120895
"China","Policy_NoDAC_CI_IPSL","nuclear","2070",17.8224396
"China","Policy_NoDAC_CI_IPSL","nuclear","2075",18.3828
"China","Policy_NoDAC_CI_IPSL","nuclear","2080",18.6126
"China","Policy_NoDAC_CI_IPSL","nuclear","2085",18.3433
"China","Policy_NoDAC_CI_IPSL","nuclear","2090",17.8563
"China","Policy_NoDAC_CI_IPSL","nuclear","2095",15.2876
"China","Policy_NoDAC_CI_IPSL","nuclear","2100",13.3365
"China","Policy_NoDAC_CI_IPSL","oil","1990",0.183376
"China","Policy_NoDAC_CI_IPSL","oil","2005",0.182675
"China","Policy_NoDAC_CI_IPSL","oil","2010",0.0541114
"China","Policy_NoDAC_CI_IPSL","oil","2015",0.035915
"China","Policy_NoDAC_CI_IPSL","oil","2020",0.02428146
"China","Policy_NoDAC_CI_IPSL","oil","2025",0.0227338
"China","Policy_NoDAC_CI_IPSL","oil","2030",0.02197781
"China","Policy_NoDAC_CI_IPSL","oil","2035",0.0552663
"China","Policy_NoDAC_CI_IPSL","oil","2040",0.04279566
"China","Policy_NoDAC_CI_IPSL","oil","2045",0.0484132
"China","Policy_NoDAC_CI_IPSL","oil","2050",0.048320622
"China","Policy_NoDAC_CI_IPSL","oil","2055",0.061325714
"China","Policy_NoDAC_CI_IPSL","oil","2060",0.0747969066
"China","Policy_NoDAC_CI_IPSL","oil","2065",0.0593864109
"China","Policy_NoDAC_CI_IPSL","oil","2070",0.0198282161
"China","Policy_NoDAC_CI_IPSL","oil","2075",0.01046067864
"China","Policy_NoDAC_CI_IPSL","oil","2080",0.00962712726
"China","Policy_NoDAC_CI_IPSL","oil","2085",0.005316473645
"China","Policy_NoDAC_CI_IPSL","oil","2090",0.0041899227304
"China","Policy_NoDAC_CI_IPSL","oil","2095",0.01174274029
"China","Policy_NoDAC_CI_IPSL","oil","2100",0.008335342747
"China","Policy_NoDAC_CI_IPSL","solar","1990",7.19999e-06
"China","Policy_NoDAC_CI_IPSL","solar","2005",0.000310299
"China","Policy_NoDAC_CI_IPSL","solar","2010",0.00253188998
"China","Policy_NoDAC_CI_IPSL","solar","2015",0.1613171997
"China","Policy_NoDAC_CI_IPSL","solar","2020",0.392789679
"China","Policy_NoDAC_CI_IPSL","solar","2025",0.939551634
"China","Policy_NoDAC_CI_IPSL","solar","2030",1.992881848
"China","Policy_NoDAC_CI_IPSL","solar","2035",6.773676193
"China","Policy_NoDAC_CI_IPSL","solar","2040",9.079943043
"China","Policy_NoDAC_CI_IPSL","solar","2045",10.946827543
"China","Policy_NoDAC_CI_IPSL","solar","2050",12.673436868
"China","Policy_NoDAC_CI_IPSL","solar","2055",13.322464338
"China","Policy_NoDAC_CI_IPSL","solar","2060",12.91024739
"China","Policy_NoDAC_CI_IPSL","solar","2065",10.5503382
"China","Policy_NoDAC_CI_IPSL","solar","2070",9.3845155
"China","Policy_NoDAC_CI_IPSL","solar","2075",8.6084689
"China","Policy_NoDAC_CI_IPSL","solar","2080",8.1395383
"China","Policy_NoDAC_CI_IPSL","solar","2085",7.43314467
"China","Policy_NoDAC_CI_IPSL","solar","2090",6.95650656
"China","Policy_NoDAC_CI_IPSL","solar","2095",6.86090546
"China","Policy_NoDAC_CI_IPSL","solar","2100",6.98133166
"China","Policy_NoDAC_CI_IPSL","wind","1990",7.19999e-06
"China","Policy_NoDAC_CI_IPSL","wind","2005",0.00730148
"China","Policy_NoDAC_CI_IPSL","wind","2010",0.160645
"China","Policy_NoDAC_CI_IPSL","wind","2015",0.668766
"China","Policy_NoDAC_CI_IPSL","wind","2020",1.151068297
"China","Policy_NoDAC_CI_IPSL","wind","2025",1.800275527
"China","Policy_NoDAC_CI_IPSL","wind","2030",2.662922077
"China","Policy_NoDAC_CI_IPSL","wind","2035",7.467396377
"China","Policy_NoDAC_CI_IPSL","wind","2040",10.497106777
"China","Policy_NoDAC_CI_IPSL","wind","2045",12.949229687
"China","Policy_NoDAC_CI_IPSL","wind","2050",15.41941863
"China","Policy_NoDAC_CI_IPSL","wind","2055",16.45212625
"China","Policy_NoDAC_CI_IPSL","wind","2060",16.2880068
"China","Policy_NoDAC_CI_IPSL","wind","2065",14.2448192
"China","Policy_NoDAC_CI_IPSL","wind","2070",12.5026357
"China","Policy_NoDAC_CI_IPSL","wind","2075",10.8780375
"China","Policy_NoDAC_CI_IPSL","wind","2080",10.0388502
"China","Policy_NoDAC_CI_IPSL","wind","2085",9.1191003
"China","Policy_NoDAC_CI_IPSL","wind","2090",8.27187426
"China","Policy_NoDAC_CI_IPSL","wind","2095",9.13413056
"China","Policy_NoDAC_CI_IPSL","wind","2100",9.70727066
"Global","Policy_NoDAC_CI_IPSL","biomass","1990",0.16814880007
"Global","Policy_NoDAC_CI_IPSL","biomass","2005",0.4629269548
"Global","Policy_NoDAC_CI_IPSL","biomass","2010",0.7935913646
"Global","Policy_NoDAC_CI_IPSL","biomass","2015",1.099098182453
"Global","Policy_NoDAC_CI_IPSL","biomass","2020",1.58320602104
"Global","Policy_NoDAC_CI_IPSL","biomass","2025",2.6608040525
"Global","Policy_NoDAC_CI_IPSL","biomass","2030",3.87263862717
"Global","Policy_NoDAC_CI_IPSL","biomass","2035",5.491460176017
"Global","Policy_NoDAC_CI_IPSL","biomass","2040",6.92787153703
"Global","Policy_NoDAC_CI_IPSL","biomass","2045",8.590273396955
"Global","Policy_NoDAC_CI_IPSL","biomass","2050",10.83731162949
"Global","Policy_NoDAC_CI_IPSL","biomass","2055",12.64725738528
"Global","Policy_NoDAC_CI_IPSL","biomass","2060",13.1117217576411
"Global","Policy_NoDAC_CI_IPSL","biomass","2065",15.8622958014869
"Global","Policy_NoDAC_CI_IPSL","biomass","2070",17.2771207420741
"Global","Policy_NoDAC_CI_IPSL","biomass","2075",18.473089101133
"Global","Policy_NoDAC_CI_IPSL","biomass","2080",19.5348502439938
"Global","Policy_NoDAC_CI_IPSL","biomass","2085",21.2575421339828
"Global","Policy_NoDAC_CI_IPSL","biomass","2090",22.7550476892515
"Global","Policy_NoDAC_CI_IPSL","biomass","2095",23.7240976057093
"Global","Policy_NoDAC_CI_IPSL","biomass","2100",25.0884696219654
"Global","Policy_NoDAC_CI_IPSL","coal","1990",15.71584649
"Global","Policy_NoDAC_CI_IPSL","coal","2005",25.96227051
"Global","Policy_NoDAC_CI_IPSL","coal","2010",30.795455382
"Global","Policy_NoDAC_CI_IPSL","coal","2015",33.983571242
"Global","Policy_NoDAC_CI_IPSL","coal","2020",35.38201537
"Global","Policy_NoDAC_CI_IPSL","coal","2025",37.5905234256
"Global","Policy_NoDAC_CI_IPSL","coal","2030",39.0257481191
"Global","Policy_NoDAC_CI_IPSL","coal","2035",35.3436623687
"Global","Policy_NoDAC_CI_IPSL","coal","2040",29.9466640274
"Global","Policy_NoDAC_CI_IPSL","coal","2045",24.8950708767324
"Global","Policy_NoDAC_CI_IPSL","coal","2050",21.71592291878
"Global","Policy_NoDAC_CI_IPSL","coal","2055",21.59407900553
"Global","Policy_NoDAC_CI_IPSL","coal","2060",21.2974980961514
"Global","Policy_NoDAC_CI_IPSL","coal","2065",21.9288586973231
"Global","Policy_NoDAC_CI_IPSL","coal","2070",22.421044105145
"Global","Policy_NoDAC_CI_IPSL","coal","2075",22.3958951579375
"Global","Policy_NoDAC_CI_IPSL","coal","2080",22.2315735060692
"Global","Policy_NoDAC_CI_IPSL","coal","2085",21.8221374062718
"Global","Policy_NoDAC_CI_IPSL","coal","2090",21.4766448361402
"Global","Policy_NoDAC_CI_IPSL","coal","2095",20.3838964615364
"Global","Policy_NoDAC_CI_IPSL","coal","2100",19.5943925537367
"Global","Policy_NoDAC_CI_IPSL","gas","1990",5.6833092178
"Global","Policy_NoDAC_CI_IPSL","gas","2005",12.56303204
"Global","Policy_NoDAC_CI_IPSL","gas","2010",16.5475990486
"Global","Policy_NoDAC_CI_IPSL","gas","2015",19.262792996
"Global","Policy_NoDAC_CI_IPSL","gas","2020",20.7476137613
"Global","Policy_NoDAC_CI_IPSL","gas","2025",22.497016777
"Global","Policy_NoDAC_CI_IPSL","gas","2030",25.032662657
"Global","Policy_NoDAC_CI_IPSL","gas","2035",26.6866031317
"Global","Policy_NoDAC_CI_IPSL","gas","2040",28.1566931001
"Global","Policy_NoDAC_CI_IPSL","gas","2045",30.706826909
"Global","Policy_NoDAC_CI_IPSL","gas","2050",33.79308445405
"Global","Policy_NoDAC_CI_IPSL","gas","2055",37.59637629867
"Global","Policy_NoDAC_CI_IPSL","gas","2060",42.08571331607
"Global","Policy_NoDAC_CI_IPSL","gas","2065",46.752544455934
"Global","Policy_NoDAC_CI_IPSL","gas","2070",49.994471344918
"Global","Policy_NoDAC_CI_IPSL","gas","2075",52.708043134338
"Global","Policy_NoDAC_CI_IPSL","gas","2080",53.831400787977
"Global","Policy_NoDAC_CI_IPSL","gas","2085",54.7240660627754
"Global","Policy_NoDAC_CI_IPSL","gas","2090",55.2118115230646
"Global","Policy_NoDAC_CI_IPSL","gas","2095",54.9957932412606
"Global","Policy_NoDAC_CI_IPSL","gas","2100",55.7999735202191
"Global","Policy_NoDAC_CI_IPSL","geothermal","1990",0.1309273322
"Global","Policy_NoDAC_CI_IPSL","geothermal","2005",0.209594004
"Global","Policy_NoDAC_CI_IPSL","geothermal","2010",0.244979239
"Global","Policy_NoDAC_CI_IPSL","geothermal","2015",0.289762769
"Global","Policy_NoDAC_CI_IPSL","geothermal","2020",1.05556953
"Global","Policy_NoDAC_CI_IPSL","geothermal","2025",1.78844492
"Global","Policy_NoDAC_CI_IPSL","geothermal","2030",2.35619679
"Global","Policy_NoDAC_CI_IPSL","geothermal","2035",2.88706508
"Global","Policy_NoDAC_CI_IPSL","geothermal","2040",3.22465092
"Global","Policy_NoDAC_CI_IPSL","geothermal","2045",3.386531573
"Global","Policy_NoDAC_CI_IPSL","geothermal","2050",3.4882791
"Global","Policy_NoDAC_CI_IPSL","geothermal","2055",3.55568758
"Global","Policy_NoDAC_CI_IPSL","geothermal","2060",3.60681588
"Global","Policy_NoDAC_CI_IPSL","geothermal","2065",3.61172497
"Global","Policy_NoDAC_CI_IPSL","geothermal","2070",3.63506665
"Global","Policy_NoDAC_CI_IPSL","geothermal","2075",3.65112098
"Global","Policy_NoDAC_CI_IPSL","geothermal","2080",3.66267501
"Global","Policy_NoDAC_CI_IPSL","geothermal","2085",3.6664851
"Global","Policy_NoDAC_CI_IPSL","geothermal","2090",3.66198662
"Global","Policy_NoDAC_CI_IPSL","geothermal","2095",3.66190116
"Global","Policy_NoDAC_CI_IPSL","geothermal","2100",3.6891866
"Global","Policy_NoDAC_CI_IPSL","hydro","1990",7.7810424
"Global","Policy_NoDAC_CI_IPSL","hydro","2005",10.6539064
"Global","Policy_NoDAC_CI_IPSL","hydro","2010",12.4987706
"Global","Policy_NoDAC_CI_IPSL","hydro","2015",14.1496312
"Global","Policy_NoDAC_CI_IPSL","hydro","2020",13.10997333
"Global","Policy_NoDAC_CI_IPSL","hydro","2025",13.66553617
"Global","Policy_NoDAC_CI_IPSL","hydro","2030",14.17676842
"Global","Policy_NoDAC_CI_IPSL","hydro","2035",14.6811006
"Global","Policy_NoDAC_CI_IPSL","hydro","2040",15.50697774
"Global","Policy_NoDAC_CI_IPSL","hydro","2045",16.34482906
"Global","Policy_NoDAC_CI_IPSL","hydro","2050",17.12897835
"Global","Policy_NoDAC_CI_IPSL","hydro","2055",17.91725498
"Global","Policy_NoDAC_CI_IPSL","hydro","2060",18.7088521
"Global","Policy_NoDAC_CI_IPSL","hydro","2065",19.5031106
"Global","Policy_NoDAC_CI_IPSL","hydro","2070",20.299724
"Global","Policy_NoDAC_CI_IPSL","hydro","2075",21.0984717
"Global","Policy_NoDAC_CI_IPSL","hydro","2080",21.8990576
"Global","Policy_NoDAC_CI_IPSL","hydro","2085",22.7014328
"Global","Policy_NoDAC_CI_IPSL","hydro","2090",23.5053695
"Global","Policy_NoDAC_CI_IPSL","hydro","2095",24.3100569
"Global","Policy_NoDAC_CI_IPSL","hydro","2100",21.5686235
"Global","Policy_NoDAC_CI_IPSL","nuclear","1990",7.24618631
"Global","Policy_NoDAC_CI_IPSL","nuclear","2005",9.96454316
"Global","Policy_NoDAC_CI_IPSL","nuclear","2010",9.92242165
"Global","Policy_NoDAC_CI_IPSL","nuclear","2015",9.2522183
"Global","Policy_NoDAC_CI_IPSL","nuclear","2020",12.501553677051
"Global","Policy_NoDAC_CI_IPSL","nuclear","2025",15.5763104988
"Global","Policy_NoDAC_CI_IPSL","nuclear","2030",18.256473834
"Global","Policy_NoDAC_CI_IPSL","nuclear","2035",24.606829925
"Global","Policy_NoDAC_CI_IPSL","nuclear","2040",29.538871849
"Global","Policy_NoDAC_CI_IPSL","nuclear","2045",35.1126691547
"Global","Policy_NoDAC_CI_IPSL","nuclear","2050",41.24637881
"Global","Policy_NoDAC_CI_IPSL","nuclear","2055",45.93342591
"Global","Policy_NoDAC_CI_IPSL","nuclear","2060",49.97159805
"Global","Policy_NoDAC_CI_IPSL","nuclear","2065",54.25167138
"Global","Policy_NoDAC_CI_IPSL","nuclear","2070",57.648671612
"Global","Policy_NoDAC_CI_IPSL","nuclear","2075",60.51773097
"Global","Policy_NoDAC_CI_IPSL","nuclear","2080",60.53649212
"Global","Policy_NoDAC_CI_IPSL","nuclear","2085",60.4461876
"Global","Policy_NoDAC_CI_IPSL","nuclear","2090",60.2104386
"Global","Policy_NoDAC_CI_IPSL","nuclear","2095",56.8656378
"Global","Policy_NoDAC_CI_IPSL","nuclear","2100",54.4745157
"Global","Policy_NoDAC_CI_IPSL","oil","1990",4.63157038
"Global","Policy_NoDAC_CI_IPSL","oil","2005",3.855671246
"Global","Policy_NoDAC_CI_IPSL","oil","2010",3.348080271
"Global","Policy_NoDAC_CI_IPSL","oil","2015",3.379792821
"Global","Policy_NoDAC_CI_IPSL","oil","2020",3.04692120411
"Global","Policy_NoDAC_CI_IPSL","oil","2025",3.2693699713
"Global","Policy_NoDAC_CI_IPSL","oil","2030",3.6963353533
"Global","Policy_NoDAC_CI_IPSL","oil","2035",4.5382369577
"Global","Policy_NoDAC_CI_IPSL","oil","2040",5.28974449342
"Global","Policy_NoDAC_CI_IPSL","oil","2045",6.04885110812
"Global","Policy_NoDAC_CI_IPSL","oil","2050",7.04623648069
"Global","Policy_NoDAC_CI_IPSL","oil","2055",7.63053275006
"Global","Policy_NoDAC_CI_IPSL","oil","2060",8.22768659093
"Global","Policy_NoDAC_CI_IPSL","oil","2065",6.665983819702
"Global","Policy_NoDAC_CI_IPSL","oil","2070",4.2210495862758
"Global","Policy_NoDAC_CI_IPSL","oil","2075",3.4564692332239
"Global","Policy_NoDAC_CI_IPSL","oil","2080",2.9826684603892
"Global","Policy_NoDAC_CI_IPSL","oil","2085",2.5297084089934
"Global","Policy_NoDAC_CI_IPSL","oil","2090",2.0963231633474
"Global","Policy_NoDAC_CI_IPSL","oil","2095",1.65922185464304
"Global","Policy_NoDAC_CI_IPSL","oil","2100",1.6499689798908
"Global","Policy_NoDAC_CI_IPSL","solar","1990",0.00271090114
"Global","Policy_NoDAC_CI_IPSL","solar","2005",0.01628972044
"Global","Policy_NoDAC_CI_IPSL","solar","2010",0.12191383718
"Global","Policy_NoDAC_CI_IPSL","solar","2015",0.9365497359
"Global","Policy_NoDAC_CI_IPSL","solar","2020",2.91946643895406
"Global","Policy_NoDAC_CI_IPSL","solar","2025",7.08950198234126
"Global","Policy_NoDAC_CI_IPSL","solar","2030",12.4729826203032
"Global","Policy_NoDAC_CI_IPSL","solar","2035",23.0541831656392
"Global","Policy_NoDAC_CI_IPSL","solar","2040",31.3087658024792
"Global","Policy_NoDAC_CI_IPSL","solar","2045",39.3562667474332
"Global","Policy_NoDAC_CI_IPSL","solar","2050",47.624739661101
"Global","Policy_NoDAC_CI_IPSL","solar","2055",54.5792904051441
"Global","Policy_NoDAC_CI_IPSL","solar","2060",61.3296845106041
"Global","Policy_NoDAC_CI_IPSL","solar","2065",64.342790784404
"Global","Policy_NoDAC_CI_IPSL","solar","2070",70.165724967804
"Global","Policy_NoDAC_CI_IPSL","solar","2075",75.6765818629999
"Global","Policy_NoDAC_CI_IPSL","solar","2080",81.1239581363999
"Global","Policy_NoDAC_CI_IPSL","solar","2085",85.1714489232
"Global","Policy_NoDAC_CI_IPSL","solar","2090",88.0130252192999
"Global","Policy_NoDAC_CI_IPSL","solar","2095",91.6966277559999
"Global","Policy_NoDAC_CI_IPSL","solar","2100",95.1843183246
"Global","Policy_NoDAC_CI_IPSL","wind","1990",0.01396852998
"Global","Policy_NoDAC_CI_IPSL","wind","2005",0.37385234892
"Global","Policy_NoDAC_CI_IPSL","wind","2010",1.228735452
"Global","Policy_NoDAC_CI_IPSL","wind","2015",3.0171134379
"Global","Policy_NoDAC_CI_IPSL","wind","2020",7.63354031913191
"Global","Policy_NoDAC_CI_IPSL","wind","2025",13.5463284668171
"Global","Policy_NoDAC_CI_IPSL","wind","2030",19.9790645172709
"Global","Policy_NoDAC_CI_IPSL","wind","2035",33.2097870130569
"Global","Policy_NoDAC_CI_IPSL","wind","2040",45.4099681104858
"Global","Policy_NoDAC_CI_IPSL","wind","2045",56.508732987848
"Global","Policy_NoDAC_CI_IPSL","wind","2050",67.5765416347097
"Global","Policy_NoDAC_CI_IPSL","wind","2055",77.5639198514559
"Global","Policy_NoDAC_CI_IPSL","wind","2060",87.3594973447
"Global","Policy_NoDAC_CI_IPSL","wind","2065",91.272039933076
"Global","Policy_NoDAC_CI_IPSL","wind","2070",96.52002774783
"Global","Policy_NoDAC_CI_IPSL","wind","2075",100.632422609399
"Global","Policy_NoDAC_CI_IPSL","wind","2080",106.131982318299
"Global","Policy_NoDAC_CI_IPSL","wind","2085",110.727313455709
"Global","Policy_NoDAC_CI_IPSL","wind","2090",114.234231198674
"Global","Policy_NoDAC_CI_IPSL","wind","2095",119.807329658194
"Global","Policy_NoDAC_CI_IPSL","wind","2100",124.91294486376
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","1990",0
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2005",0.0118312
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2010",0.0131472
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2015",0.0135742
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2020",0.0161082
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2025",0.0160148158
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2030",0.0156034236
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2035",0.02101627
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2040",0.01582906
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2045",0.01245192
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2050",0.018894395
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2055",0.0437416725
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2060",0.0594241987
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2065",0.07011850336
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2070",0.06666736197
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2075",0.03633396528
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2080",0.02606107564
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2085",0.03307898935
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2090",0.046378179511
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2095",0.048929274508
"Taiwan","Policy_NoDAC_CI_IPSL","biomass","2100",0.049462900034
"Taiwan","Policy_NoDAC_CI_IPSL","coal","1990",0.07806
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2005",0.333203
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2010",0.340766
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2015",0.319141
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2020",0.488678
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2025",0.56006266
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2030",0.602502633
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2035",0.55092802
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2040",0.4347302
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2045",0.2519722
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2050",0.0878701
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2055",0.072712561
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2060",0.0567250985
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2065",0.0576968358
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2070",0.0605424192
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2075",0.0679512025
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2080",0.0757632777
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2085",0.0782163972
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2090",0.07631797299
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2095",0.07754399778
"Taiwan","Policy_NoDAC_CI_IPSL","coal","2100",0.08217004859
"Taiwan","Policy_NoDAC_CI_IPSL","gas","1990",0.00372606
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2005",0.1302439
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2010",0.2046279
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2015",0.2728783
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2020",0.4106569
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2025",0.478783523
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2030",0.5253318
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2035",0.5829982
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2040",0.6164011
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2045",0.6394048
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2050",0.5293869
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2055",0.28906458
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2060",0.226955427
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2065",0.241070669
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2070",0.25892459
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2075",0.290137489
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2080",0.3135604359
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2085",0.3293784653
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2090",0.32550861659
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2095",0.290145816946
"Taiwan","Policy_NoDAC_CI_IPSL","gas","2100",0.262949409454
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","1990",1.08002e-05
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2005",0
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2010",0
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2015",0
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2020",0.00251942
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2025",0.00309919
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2030",0.00309969
"Taiwan","Policy_NoDAC_CI_IPSL","geothermal","2035",0.00309482
