region,Name,sector,year,Difference,Rel_Dif,,
China,Policy,agriculture,1990,0,0,,
China,Policy,agriculture,2005,0,0,,
China,Policy,agriculture,2010,0,0,,
China,Policy,agriculture,2015,0,0,,
China,Policy,agriculture,2020,-0.000197374,-6.83E-05,,
China,Policy,agriculture,2025,-3.138324121,-1.063675377,,
China,Policy,agriculture,2030,-2.45779531,-0.83282626,,
China,Policy,agriculture,2035,0.869318161,0.297212761,,
China,Policy,agriculture,2040,1.908920486,0.660961206,,
China,Policy,agriculture,2045,1.77690878,0.625465749,,
China,Policy,agriculture,2050,0.540050934,0.194170962,,
China,Policy,agriculture,2055,-0.802947689,-0.293887242,,
China,Policy,agriculture,2060,-1.558801803,-0.58282532,,
China,Policy,agriculture,2065,-0.462256476,-0.176618897,,
China,Policy,agriculture,2070,-0.564385855,-0.220470092,,
China,Policy,agriculture,2075,-1.425626186,-0.568941673,,
China,Policy,agriculture,2080,-1.674610055,-0.683594624,,
China,Policy,agriculture,2085,-2.152158141,-0.90012272,,
China,Policy,agriculture,2090,-1.826946862,-0.783447055,,
China,Policy,agriculture,2095,-0.589708636,-0.259291499,,
China,Policy,agriculture,2100,-0.61792512,-0.278235986,,
China,Policy,ces,1990,0,NA,,
China,Policy,ces,2005,0,NA,,
China,Policy,ces,2010,0,NA,,
China,Policy,ces,2015,0,NA,,
China,Policy,ces,2020,0,NA,,
China,Policy,ces,2025,2.18E-06,Inf,,
China,Policy,ces,2030,1.35E-05,Inf,,
China,Policy,ces,2035,0.000807047,Inf,,
China,Policy,ces,2040,0.008520716,Inf,,
China,Policy,ces,2045,0.114193151,Inf,,
China,Policy,ces,2050,1.588855469,Inf,,
China,Policy,ces,2055,5.240577318,Inf,,
China,Policy,ces,2060,9.961555478,Inf,,
China,Policy,ces,2065,10.65584338,Inf,,
China,Policy,ces,2070,10.87119078,Inf,,
China,Policy,ces,2075,10.83831266,Inf,,
China,Policy,ces,2080,10.62587667,Inf,,
China,Policy,ces,2085,10.30739232,Inf,,
China,Policy,ces,2090,9.869077596,Inf,,
China,Policy,ces,2095,9.342715356,Inf,,
China,Policy,ces,2100,8.784131477,Inf,,
China,Policy,electricity,1990,0,0,,
China,Policy,electricity,2005,0,0,,
China,Policy,electricity,2010,0,0,,
China,Policy,electricity,2015,0,0,,
China,Policy,electricity,2020,6.08E-05,5.52E-05,,
China,Policy,electricity,2025,-0.032184561,-0.026996846,,
China,Policy,electricity,2030,-0.170186727,-0.136585141,,
China,Policy,electricity,2035,2.700956661,2.159855306,,
China,Policy,electricity,2040,-5.338990007,-4.39483189,,
China,Policy,electricity,2045,-4.259584012,-3.684401801,,
China,Policy,electricity,2050,7.880253068,7.412086803,,
China,Policy,electricity,2055,24.18113022,24.61776472,,
China,Policy,electricity,2060,40.22498462,44.09336915,,
China,Policy,electricity,2065,55.28214392,63.55271989,,
China,Policy,electricity,2070,58.67106806,68.74992699,,
China,Policy,electricity,2075,59.12225565,69.5323379,,
China,Policy,electricity,2080,59.11410713,71.41492271,,
China,Policy,electricity,2085,57.57226672,69.63483254,,
China,Policy,electricity,2090,55.2879734,66.06663699,,
China,Policy,electricity,2095,37.17339947,43.51298466,,
China,Policy,electricity,2100,21.35858738,24.40863734,,
China,Policy,industry,1990,0,0,,
China,Policy,industry,2005,0,0,,
China,Policy,industry,2010,0,0,,
China,Policy,industry,2015,0,0,,
China,Policy,industry,2020,0,0,,
China,Policy,industry,2025,0.058,0.042928302,,
China,Policy,industry,2030,0.087,0.061305166,,
China,Policy,industry,2035,-10.605,-7.370469472,,
China,Policy,industry,2040,-10.868,-7.588855527,,
China,Policy,industry,2045,-10.565,-7.49163263,,
China,Policy,industry,2050,-10.103,-7.334567498,,
China,Policy,industry,2055,-8.721,-6.517839793,,
China,Policy,industry,2060,-7.047,-5.439220741,,
China,Policy,industry,2065,-3.809,-3.044204503,,
China,Policy,industry,2070,-1.811,-1.501197808,,
China,Policy,industry,2075,-0.682,-0.587212206,,
China,Policy,industry,2080,-0.137,-0.122731263,,
China,Policy,industry,2085,0.179,0.167122597,,
China,Policy,industry,2090,0.519,0.505217662,,
China,Policy,industry,2095,0.5016,0.508821706,,
China,Policy,industry,2100,0.3303,0.348561853,,
China,Policy,livestock,1990,0,0,,
China,Policy,livestock,2005,0,0,,
China,Policy,livestock,2010,0,0,,
China,Policy,livestock,2015,0,0,,
China,Policy,livestock,2020,-0.000115711,-0.00028903,,
China,Policy,livestock,2025,-0.230016854,-0.513855001,,
China,Policy,livestock,2030,-0.204283955,-0.428335755,,
China,Policy,livestock,2035,0.055295433,0.112058466,,
China,Policy,livestock,2040,0.089781751,0.178603161,,
China,Policy,livestock,2045,0.047175757,0.093276495,,
China,Policy,livestock,2050,-0.046292762,-0.092087096,,
China,Policy,livestock,2055,-0.148041289,-0.29906477,,
China,Policy,livestock,2060,-0.18144496,-0.374558855,,
China,Policy,livestock,2065,-0.152375638,-0.322768836,,
China,Policy,livestock,2070,-0.154174244,-0.336141768,,
China,Policy,livestock,2075,-0.15265338,-0.343798955,,
China,Policy,livestock,2080,-0.148901722,-0.347359131,,
China,Policy,livestock,2085,-0.155621441,-0.376863606,,
China,Policy,livestock,2090,-0.155324145,-0.390608687,,
China,Policy,livestock,2095,-0.152996006,-0.399203374,,
China,Policy,livestock,2100,-0.155356273,-0.419995227,,
China,Policy,municipal,1990,0,0,,
China,Policy,municipal,2005,0,0,,
China,Policy,municipal,2010,0,0,,
China,Policy,municipal,2015,0,0,,
China,Policy,municipal,2020,0,0,,
China,Policy,municipal,2025,0.0021,0.002247278,,
China,Policy,municipal,2030,0.0015,0.001529991,,
China,Policy,municipal,2035,0.008,0.007992567,,
China,Policy,municipal,2040,0.021,0.020898018,,
China,Policy,municipal,2045,0.0322,0.032332758,,
China,Policy,municipal,2050,0.0234,0.024023333,,
China,Policy,municipal,2055,-0.1339,-0.141980689,,
China,Policy,municipal,2060,-0.1303,-0.143814699,,
China,Policy,municipal,2065,-0.2033,-0.234514867,,
China,Policy,municipal,2070,-0.3001,-0.363136063,,
China,Policy,municipal,2075,-0.3688,-0.470229428,,
China,Policy,municipal,2080,-0.29,-0.390877723,,
China,Policy,municipal,2085,-0.2285,-0.326536795,,
China,Policy,municipal,2090,-0.1092,-0.165584755,,
China,Policy,municipal,2095,-0.0135,-0.02170966,,
China,Policy,municipal,2100,-0.0089,-0.015161995,,
China,Policy,primaryEnergy,1990,0,0,,
China,Policy,primaryEnergy,2005,0,0,,
China,Policy,primaryEnergy,2010,0,0,,
China,Policy,primaryEnergy,2015,0,0,,
China,Policy,primaryEnergy,2020,6.85E-06,0.000126201,,
China,Policy,primaryEnergy,2025,0.026768408,0.446859282,,
China,Policy,primaryEnergy,2030,0.091445435,1.447789623,,
China,Policy,primaryEnergy,2035,0.230054731,3.522226573,,
China,Policy,primaryEnergy,2040,0.534933221,8.028937802,,
China,Policy,primaryEnergy,2045,0.69792893,10.25525712,,
China,Policy,primaryEnergy,2050,0.756486421,10.96567119,,
China,Policy,primaryEnergy,2055,0.847590804,12.11982067,,
China,Policy,primaryEnergy,2060,1.101940584,15.50691341,,
China,Policy,primaryEnergy,2065,1.390992045,19.18088386,,
China,Policy,primaryEnergy,2070,1.474375978,19.7671759,,
China,Policy,primaryEnergy,2075,1.434355627,18.61822836,,
China,Policy,primaryEnergy,2080,1.349857624,16.92682119,,
China,Policy,primaryEnergy,2085,1.239930682,15.05288997,,
China,Policy,primaryEnergy,2090,1.093244993,12.80785273,,
China,Policy,primaryEnergy,2095,0.807952527,9.094158392,,
China,Policy,primaryEnergy,2100,0.499535456,5.34975598,,
Global,Policy,agriculture,1990,0,0,,
Global,Policy,agriculture,2005,0,0,,
Global,Policy,agriculture,2010,0,0,,
Global,Policy,agriculture,2015,0,0,,
Global,Policy,agriculture,2020,0.047524552,0.002168044,,
Global,Policy,agriculture,2025,-24.50325814,-1.045713436,,
Global,Policy,agriculture,2030,-18.36126678,-0.747708165,,
Global,Policy,agriculture,2035,39.01102372,1.522989154,,
Global,Policy,agriculture,2040,57.1348066,2.146655324,,
Global,Policy,agriculture,2045,62.0576072,2.249431473,,
Global,Policy,agriculture,2050,51.72587916,1.824729798,,
Global,Policy,agriculture,2055,45.43203009,1.605661025,,
Global,Policy,agriculture,2060,38.14357879,1.346320212,,
Global,Policy,agriculture,2065,39.33083529,1.385397331,,
Global,Policy,agriculture,2070,27.27700631,0.957148676,,
Global,Policy,agriculture,2075,13.62986019,0.477794501,,
Global,Policy,agriculture,2080,-0.842598913,-0.02966351,,
Global,Policy,agriculture,2085,-1.432556089,-0.050895125,,
Global,Policy,agriculture,2090,-8.438942982,-0.301593476,,
Global,Policy,agriculture,2095,-15.00602118,-0.54212226,,
Global,Policy,agriculture,2100,-19.37790891,-0.709570039,,
Global,Policy,ces,1990,0,NA,,
Global,Policy,ces,2005,0,NA,,
Global,Policy,ces,2010,0,NA,,
Global,Policy,ces,2015,0,NA,,
Global,Policy,ces,2020,0,NA,,
Global,Policy,ces,2025,0.001476154,Inf,,
Global,Policy,ces,2030,0.015907568,Inf,,
Global,Policy,ces,2035,0.256000363,Inf,,
Global,Policy,ces,2040,2.340136399,Inf,,
Global,Policy,ces,2045,9.212986915,Inf,,
Global,Policy,ces,2050,20.34214885,Inf,,
Global,Policy,ces,2055,29.12476505,Inf,,
Global,Policy,ces,2060,38.01655378,Inf,,
Global,Policy,ces,2065,41.49725137,Inf,,
Global,Policy,ces,2070,44.83546463,Inf,,
Global,Policy,ces,2075,47.62109712,Inf,,
Global,Policy,ces,2080,49.74534049,Inf,,
Global,Policy,ces,2085,51.35926177,Inf,,
Global,Policy,ces,2090,52.67494894,Inf,,
Global,Policy,ces,2095,53.35363672,Inf,,
Global,Policy,ces,2100,53.70278631,Inf,,
Global,Policy,electricity,1990,0,0,,
Global,Policy,electricity,2005,0,0,,
Global,Policy,electricity,2010,0,0,,
Global,Policy,electricity,2015,0,0,,
Global,Policy,electricity,2020,-0.000419071,-8.44E-05,,
Global,Policy,electricity,2025,-25.73616374,-4.934027531,,
Global,Policy,electricity,2030,-49.76573795,-9.323971128,,
Global,Policy,electricity,2035,-31.11464739,-6.114238836,,
Global,Policy,electricity,2040,-19.29336635,-4.043974081,,
Global,Policy,electricity,2045,7.973564432,1.799944312,,
Global,Policy,electricity,2050,46.23547408,11.34291646,,
Global,Policy,electricity,2055,70.98255534,18.73383971,,
Global,Policy,electricity,2060,93.55171868,26.11347309,,
Global,Policy,electricity,2065,112.1078351,31.5438607,,
Global,Policy,electricity,2070,118.1481834,32.56931564,,
Global,Policy,electricity,2075,119.0845081,32.30616173,,
Global,Policy,electricity,2080,115.3380047,31.41897552,,
Global,Policy,electricity,2085,107.4208146,29.10024618,,
Global,Policy,electricity,2090,94.1590313,25.03842936,,
Global,Policy,electricity,2095,57.3445689,14.97302744,,
Global,Policy,electricity,2100,27.46738107,7.019236067,,
Global,Policy,industry,1990,0,0,,
Global,Policy,industry,2005,0,0,,
Global,Policy,industry,2010,0,0,,
Global,Policy,industry,2015,0,0,,
Global,Policy,industry,2020,-0.000199,-5.87E-05,,
Global,Policy,industry,2025,-1.481974,-0.393908614,,
Global,Policy,industry,2030,-2.799495,-0.68310803,,
Global,Policy,industry,2035,-20.80307,-4.763904118,,
Global,Policy,industry,2040,-25.505515,-5.541946753,,
Global,Policy,industry,2045,-27.975886,-5.811598115,,
Global,Policy,industry,2050,-28.112658,-5.620274633,,
Global,Policy,industry,2055,-26.205215,-5.070729046,,
Global,Policy,industry,2060,-24.169602,-4.546016878,,
Global,Policy,industry,2065,-19.789883,-3.633837723,,
Global,Policy,industry,2070,-16.334357,-2.942677672,,
Global,Policy,industry,2075,-14.113028,-2.503378361,,
Global,Policy,industry,2080,-13.242648,-2.319711692,,
Global,Policy,industry,2085,-12.68329,-2.200059039,,
Global,Policy,industry,2090,-11.86977,-2.04495522,,
Global,Policy,industry,2095,-10.971442,-1.883819622,,
Global,Policy,industry,2100,-9.994242,-1.716690237,,
Global,Policy,livestock,1990,0,0,,
Global,Policy,livestock,2005,0,0,,
Global,Policy,livestock,2010,0,0,,
Global,Policy,livestock,2015,0,0,,
Global,Policy,livestock,2020,1.76E-05,1.81E-05,,
Global,Policy,livestock,2025,0.382253778,0.354691233,,
Global,Policy,livestock,2030,1.188419735,1.017486175,,
Global,Policy,livestock,2035,-1.7811371,-1.418766389,,
Global,Policy,livestock,2040,-2.155279553,-1.615600178,,
Global,Policy,livestock,2045,-1.94469511,-1.381079198,,
Global,Policy,livestock,2050,-1.761988808,-1.191417267,,
Global,Policy,livestock,2055,-2.032528128,-1.317875427,,
Global,Policy,livestock,2060,-2.122903883,-1.328000169,,
Global,Policy,livestock,2065,-1.856449644,-1.124830875,,
Global,Policy,livestock,2070,-1.843309062,-1.083659722,,
Global,Policy,livestock,2075,-1.7049274,-0.97637885,,
Global,Policy,livestock,2080,-1.7270145,-0.966970105,,
Global,Policy,livestock,2085,-1.48630022,-0.819056015,,
Global,Policy,livestock,2090,-1.26932546,-0.690555632,,
Global,Policy,livestock,2095,-1.091925582,-0.588141353,,
Global,Policy,livestock,2100,-0.916933971,-0.490405827,,
Global,Policy,municipal,1990,0,0,,
Global,Policy,municipal,2005,0,0,,
Global,Policy,municipal,2010,0,0,,
Global,Policy,municipal,2015,0,0,,
Global,Policy,municipal,2020,0.00431,0.00081929,,
Global,Policy,municipal,2025,0.14575,0.025816598,,
Global,Policy,municipal,2030,0.20465,0.034306676,,
Global,Policy,municipal,2035,0.11106,0.017819461,,
Global,Policy,municipal,2040,0.08264,0.012793539,,
Global,Policy,municipal,2045,0.00756,0.001137528,,
Global,Policy,municipal,2050,-0.77438,-0.114109651,,
Global,Policy,municipal,2055,-1.35981,-0.198109382,,
Global,Policy,municipal,2060,-0.86151,-0.124449282,,
Global,Policy,municipal,2065,-0.65138,-0.093441696,,
Global,Policy,municipal,2070,-0.95148,-0.135917225,,
Global,Policy,municipal,2075,-1.13673,-0.162314313,,
Global,Policy,municipal,2080,-1.30506,-0.186892779,,
Global,Policy,municipal,2085,-1.03616,-0.149260093,,
Global,Policy,municipal,2090,-0.93388,-0.135555376,,
Global,Policy,municipal,2095,-0.78674,-0.115348327,,
Global,Policy,municipal,2100,-0.60704,-0.09010245,,
Global,Policy,primaryEnergy,1990,0,0,,
Global,Policy,primaryEnergy,2005,0,0,,
Global,Policy,primaryEnergy,2010,0,0,,
Global,Policy,primaryEnergy,2015,0,0,,
Global,Policy,primaryEnergy,2020,1.12E-05,3.68E-05,,
Global,Policy,primaryEnergy,2025,1.059327173,3.319981658,,
Global,Policy,primaryEnergy,2030,3.289364301,9.84644363,,
Global,Policy,primaryEnergy,2035,12.2547108,34.74762348,,
Global,Policy,primaryEnergy,2040,22.57308476,58.51328299,,
Global,Policy,primaryEnergy,2045,28.82190697,63.98753733,,
Global,Policy,primaryEnergy,2050,31.96489758,61.07537783,,
Global,Policy,primaryEnergy,2055,29.46168262,50.47140921,,
Global,Policy,primaryEnergy,2060,27.7094861,43.41247848,,
Global,Policy,primaryEnergy,2065,23.71938,34.11404764,,
Global,Policy,primaryEnergy,2070,19.65126741,25.86981855,,
Global,Policy,primaryEnergy,2075,15.1115331,18.12537982,,
Global,Policy,primaryEnergy,2080,10.90712753,11.97660146,,
Global,Policy,primaryEnergy,2085,7.344756955,7.505608289,,
Global,Policy,primaryEnergy,2090,4.018121555,3.83917109,,
Global,Policy,primaryEnergy,2095,0.365633941,0.327371522,,
Global,Policy,primaryEnergy,2100,-3.211749129,-2.688205355,,
Taiwan,Policy,ces,1990,0,NA,,
Taiwan,Policy,ces,2005,0,NA,,
Taiwan,Policy,ces,2010,0,NA,,
Taiwan,Policy,ces,2015,0,NA,,
Taiwan,Policy,ces,2020,0,NA,,
Taiwan,Policy,ces,2025,3.18E-06,Inf,,
Taiwan,Policy,ces,2030,1.66E-05,Inf,,
Taiwan,Policy,ces,2035,0.000260636,Inf,,
Taiwan,Policy,ces,2040,0.000489055,Inf,,
Taiwan,Policy,ces,2045,0.001955606,Inf,,
Taiwan,Policy,ces,2050,0.03870602,Inf,,
Taiwan,Policy,ces,2055,0.170140421,Inf,,
Taiwan,Policy,ces,2060,0.415895902,Inf,,
Taiwan,Policy,ces,2065,0.052956869,Inf,,
Taiwan,Policy,ces,2070,0.029485984,Inf,,
Taiwan,Policy,ces,2075,0.026129452,Inf,,
Taiwan,Policy,ces,2080,0.03031201,Inf,,
Taiwan,Policy,ces,2085,0.044624753,Inf,,
Taiwan,Policy,ces,2090,0.40183245,Inf,,
Taiwan,Policy,ces,2095,0.499402075,Inf,,
Taiwan,Policy,ces,2100,0.521762136,Inf,,
Taiwan,Policy,electricity,1990,0,0,,
Taiwan,Policy,electricity,2005,0,0,,
Taiwan,Policy,electricity,2010,0,0,,
Taiwan,Policy,electricity,2015,0,0,,
Taiwan,Policy,electricity,2020,2.16E-06,7.39E-05,,
Taiwan,Policy,electricity,2025,-0.0047894,-0.144482878,,
Taiwan,Policy,electricity,2030,0.001553282,0.04382689,,
Taiwan,Policy,electricity,2035,-0.12258666,-3.333970473,,
Taiwan,Policy,electricity,2040,-0.593679819,-16.02957106,,
Taiwan,Policy,electricity,2045,-1.200343326,-32.8983566,,
Taiwan,Policy,electricity,2050,-1.500114379,-42.67970218,,
Taiwan,Policy,electricity,2055,-1.281904942,-38.81890649,,
Taiwan,Policy,electricity,2060,-0.745549936,-24.57961869,,
Taiwan,Policy,electricity,2065,-0.613301469,-22.03342268,,
Taiwan,Policy,electricity,2070,-0.228706493,-9.10411736,,
Taiwan,Policy,electricity,2075,0.113220316,4.986507124,,
Taiwan,Policy,electricity,2080,0.442723615,22.60674095,,
Taiwan,Policy,electricity,2085,0.631621156,34.90132155,,
Taiwan,Policy,electricity,2090,0.819997084,46.55708871,,
Taiwan,Policy,electricity,2095,0.799830452,44.66017662,,
Taiwan,Policy,electricity,2100,0.838596912,44.98300091,,
Taiwan,Policy,industry,1990,0,0,,
Taiwan,Policy,industry,2005,0,0,,
Taiwan,Policy,industry,2010,0,0,,
Taiwan,Policy,industry,2015,0,0,,
Taiwan,Policy,industry,2020,0,0,,
Taiwan,Policy,industry,2025,0.0122,0.106051913,,
Taiwan,Policy,industry,2030,0.0144,0.124325491,,
Taiwan,Policy,industry,2035,-0.5685,-4.924209615,,
Taiwan,Policy,industry,2040,-0.5805,-5.063545092,,
Taiwan,Policy,industry,2045,-0.5707,-5.016393154,,
Taiwan,Policy,industry,2050,-0.5186,-4.58958361,,
Taiwan,Policy,industry,2055,-0.4383,-3.900125466,,
Taiwan,Policy,industry,2060,-0.3572,-3.191394314,,
Taiwan,Policy,industry,2065,-0.2271,-2.030198192,,
Taiwan,Policy,industry,2070,-0.1213,-1.084342735,,
Taiwan,Policy,industry,2075,-0.0624,-0.557516194,,
Taiwan,Policy,industry,2080,-0.0387,-0.345433935,,
Taiwan,Policy,industry,2085,-0.0245,-0.218506132,,
Taiwan,Policy,industry,2090,-0.0343,-0.30546724,,
Taiwan,Policy,industry,2095,-0.0308,-0.274133542,,
Taiwan,Policy,industry,2100,-0.0173,-0.154087322,,
Taiwan,Policy,livestock,1990,0,0,,
Taiwan,Policy,livestock,2005,0,0,,
Taiwan,Policy,livestock,2010,0,0,,
Taiwan,Policy,livestock,2015,0,0,,
Taiwan,Policy,livestock,2020,-1.01E-07,-8.16E-05,,
Taiwan,Policy,livestock,2025,-0.001784295,-1.373672586,,
Taiwan,Policy,livestock,2030,-0.00181071,-1.366354424,,
Taiwan,Policy,livestock,2035,-6.66E-05,-0.050642604,,
Taiwan,Policy,livestock,2040,0.001268433,0.958136534,,
Taiwan,Policy,livestock,2045,0.001692424,1.26848145,,
Taiwan,Policy,livestock,2050,0.001615791,1.20417194,,
Taiwan,Policy,livestock,2055,0.001232306,0.912835713,,
Taiwan,Policy,livestock,2060,0.000978726,0.72057978,,
Taiwan,Policy,livestock,2065,0.000625144,0.455153874,,
Taiwan,Policy,livestock,2070,0.000373062,0.268695311,,
Taiwan,Policy,livestock,2075,0.000258292,0.184403405,,
Taiwan,Policy,livestock,2080,0.000179595,0.127347353,,
Taiwan,Policy,livestock,2085,6.58E-05,0.046402723,,
Taiwan,Policy,livestock,2090,-8.65E-05,-0.060775051,,
Taiwan,Policy,livestock,2095,-0.000263995,-0.184967271,,
Taiwan,Policy,livestock,2100,-0.000474877,-0.331943892,,
Taiwan,Policy,municipal,1990,0,0,,
Taiwan,Policy,municipal,2005,0,0,,
Taiwan,Policy,municipal,2010,0,0,,
Taiwan,Policy,municipal,2015,0,0,,
Taiwan,Policy,municipal,2020,0,0,,
Taiwan,Policy,municipal,2025,0,0,,
Taiwan,Policy,municipal,2030,0,0,,
Taiwan,Policy,municipal,2035,6.00E-05,0.001688799,,
Taiwan,Policy,municipal,2040,0.0001,0.002819268,,
Taiwan,Policy,municipal,2045,0.00013,0.003694158,,
Taiwan,Policy,municipal,2050,0.00013,0.003748137,,
Taiwan,Policy,municipal,2055,1.00E-04,0.002939793,,
Taiwan,Policy,municipal,2060,4.00E-05,0.001199447,,
Taiwan,Policy,municipal,2065,5.00E-05,0.001511382,,
Taiwan,Policy,municipal,2070,3.00E-05,0.000914913,,
Taiwan,Policy,municipal,2075,0,0,,
Taiwan,Policy,municipal,2080,-3.00E-05,-0.000937591,,
Taiwan,Policy,municipal,2085,-4.00E-05,-0.001271213,,
Taiwan,Policy,municipal,2090,-7.00E-05,-0.002267948,,
Taiwan,Policy,municipal,2095,-7.00E-05,-0.002317321,,
Taiwan,Policy,municipal,2100,-7.00E-05,-0.002372013,,
Taiwan,Policy,primaryEnergy,1990,0,0,,
Taiwan,Policy,primaryEnergy,2005,0,0,,
Taiwan,Policy,primaryEnergy,2010,0,0,,
Taiwan,Policy,primaryEnergy,2015,0,0,,
Taiwan,Policy,primaryEnergy,2020,-9.80E-08,-3.11E-05,,
Taiwan,Policy,primaryEnergy,2025,-8.62E-05,-0.027226017,,
Taiwan,Policy,primaryEnergy,2030,0.000408435,0.130963594,,
Taiwan,Policy,primaryEnergy,2035,-0.00704864,-2.332094005,,
Taiwan,Policy,primaryEnergy,2040,-0.010846346,-3.766095021,,
Taiwan,Policy,primaryEnergy,2045,-0.018472386,-6.879670992,,
Taiwan,Policy,primaryEnergy,2050,-0.029205182,-11.78362434,,
Taiwan,Policy,primaryEnergy,2055,-0.036587519,-15.77099774,,
Taiwan,Policy,primaryEnergy,2060,-0.038253811,-17.35689286,,
Taiwan,Policy,primaryEnergy,2065,-0.033253941,-15.62609469,,
Taiwan,Policy,primaryEnergy,2070,-0.02286465,-11.19509638,,
Taiwan,Policy,primaryEnergy,2075,-0.013148516,-6.857021593,,
Taiwan,Policy,primaryEnergy,2080,-0.00270988,-1.527864973,,
Taiwan,Policy,primaryEnergy,2085,0.006459068,3.946794288,,
Taiwan,Policy,primaryEnergy,2090,0.015506172,10.18962582,,
Taiwan,Policy,primaryEnergy,2095,0.020055219,14.08255211,,
Taiwan,Policy,primaryEnergy,2100,0.025059088,18.92695799,,
China,Policy_NoDAC,agriculture,1990,0,0,,
China,Policy_NoDAC,agriculture,2005,0,0,,
China,Policy_NoDAC,agriculture,2010,0,0,,
China,Policy_NoDAC,agriculture,2015,0,0,,
China,Policy_NoDAC,agriculture,2020,-0.00016938,-5.86E-05,,
China,Policy_NoDAC,agriculture,2025,-3.138194379,-1.063631403,,
China,Policy_NoDAC,agriculture,2030,-2.456568807,-0.832410658,,
China,Policy_NoDAC,agriculture,2035,0.925060912,0.316270751,,
China,Policy_NoDAC,agriculture,2040,2.368623156,0.820132651,,
China,Policy_NoDAC,agriculture,2045,3.534046645,1.243972205,,
China,Policy_NoDAC,agriculture,2050,3.309805057,1.190013739,,
China,Policy_NoDAC,agriculture,2055,0.814777156,0.29821695,,
China,Policy_NoDAC,agriculture,2060,0.262278429,0.098064109,,
China,Policy_NoDAC,agriculture,2065,1.06545658,0.407089517,,
China,Policy_NoDAC,agriculture,2070,2.59306725,1.012948444,,
China,Policy_NoDAC,agriculture,2075,4.729863316,1.887603057,,
China,Policy_NoDAC,agriculture,2080,7.600317635,3.10253498,,
China,Policy_NoDAC,agriculture,2085,10.06379329,4.209100074,,
China,Policy_NoDAC,agriculture,2090,12.36816436,5.303822542,,
China,Policy_NoDAC,agriculture,2095,15.22449497,6.694122956,,
China,Policy_NoDAC,agriculture,2100,17.30576679,7.792347216,,
China,Policy_NoDAC,ces,1990,0,NA,,
China,Policy_NoDAC,ces,2005,0,NA,,
China,Policy_NoDAC,ces,2010,0,NA,,
China,Policy_NoDAC,ces,2015,0,NA,,
China,Policy_NoDAC,ces,2020,0,NA,,
China,Policy_NoDAC,ces,2025,0,NA,,
China,Policy_NoDAC,ces,2030,0,NA,,
China,Policy_NoDAC,ces,2035,0,NA,,
China,Policy_NoDAC,ces,2040,0,NA,,
China,Policy_NoDAC,ces,2045,0,NA,,
China,Policy_NoDAC,ces,2050,0,NA,,
China,Policy_NoDAC,ces,2055,0,NA,,
China,Policy_NoDAC,ces,2060,0,NA,,
China,Policy_NoDAC,ces,2065,0,NA,,
China,Policy_NoDAC,ces,2070,0,NA,,
China,Policy_NoDAC,ces,2075,0,NA,,
China,Policy_NoDAC,ces,2080,0,NA,,
China,Policy_NoDAC,ces,2085,0,NA,,
China,Policy_NoDAC,ces,2090,0,NA,,
China,Policy_NoDAC,ces,2095,0,NA,,
China,Policy_NoDAC,ces,2100,0,NA,,
China,Policy_NoDAC,electricity,1990,0,0,,
China,Policy_NoDAC,electricity,2005,0,0,,
China,Policy_NoDAC,electricity,2010,0,0,,
China,Policy_NoDAC,electricity,2015,0,0,,
China,Policy_NoDAC,electricity,2020,7.88E-05,7.15E-05,,
China,Policy_NoDAC,electricity,2025,-0.032170706,-0.026985224,,
China,Policy_NoDAC,electricity,2030,-0.170713712,-0.137008078,,
China,Policy_NoDAC,electricity,2035,2.668819463,2.134156375,,
China,Policy_NoDAC,electricity,2040,-5.719553139,-4.708095445,,
China,Policy_NoDAC,electricity,2045,-5.703302704,-4.933171572,,
China,Policy_NoDAC,electricity,2050,9.707567244,9.130840145,3.40413,285.1702856
China,Policy_NoDAC,electricity,2055,34.37420866,34.99489783,28.3264381,121.3502684
China,Policy_NoDAC,electricity,2060,50.8357331,55.72453953,50.0555489,101.5586368
China,Policy_NoDAC,electricity,2065,79.0492778,90.87557489,80.89192,97.72209363
China,Policy_NoDAC,electricity,2070,83.92921129,98.34706166,87.56497,95.84793016
China,Policy_NoDAC,electricity,2075,80.01833367,94.10773918,86.813175,92.17302981
China,Policy_NoDAC,electricity,2080,70.74402197,85.46485951,81.4739607,86.83022325
China,Policy_NoDAC,electricity,2085,70.46924144,85.23398689,84.3929756,83.5013115
China,Policy_NoDAC,electricity,2090,68.19229009,81.48671397,85.1744719,80.06188775
China,Policy_NoDAC,electricity,2095,54.33780056,63.60461826,74.674897,72.76581923
China,Policy_NoDAC,electricity,2100,42.31807043,48.36117743,64.973642,65.13113492
China,Policy_NoDAC,industry,1990,0,0,,
China,Policy_NoDAC,industry,2005,0,0,,
China,Policy_NoDAC,industry,2010,0,0,,
China,Policy_NoDAC,industry,2015,0,0,,
China,Policy_NoDAC,industry,2020,0,0,,
China,Policy_NoDAC,industry,2025,0.058,0.042928302,,
China,Policy_NoDAC,industry,2030,0.087,0.061305166,,
China,Policy_NoDAC,industry,2035,-10.605,-7.370469472,,
China,Policy_NoDAC,industry,2040,-10.848,-7.574890022,,
China,Policy_NoDAC,industry,2045,-10.575,-7.498723622,,
China,Policy_NoDAC,industry,2050,-11.48,-8.334240807,,
China,Policy_NoDAC,industry,2055,-9.242,-6.907221118,,
China,Policy_NoDAC,industry,2060,-5.328,-4.112412106,,
