region,Scen_Label,fuel,year,CI_mean,,
China,Policy,gas,2050,1.3004857,,
China,Policy,gas,2055,1.3346546,,
China,Policy,gas,2060,1.39154547,,
China,Policy,gas,2065,1.5408846,,
China,Policy,gas,2070,1.55848896,,
China,Policy,gas,2075,1.53755682,,
China,Policy,gas,2080,1.24336744,,
China,Policy,gas,2085,1.047232864,,
China,Policy,gas,2090,0.847451443,,
China,Policy,gas,2095,0.860913591,,
China,Policy,gas,2100,0.861844015,,
China,Policy,geothermal,1990,0.0002052,,
China,Policy,geothermal,2005,0.000413999,,
China,Policy,geothermal,2010,0.000449999,,
China,Policy,geothermal,2015,0.000449999,,
China,Policy,geothermal,2020,0.0569,,
China,Policy,geothermal,2025,0.113031,,
China,Policy,geothermal,2030,0.113036,,
China,Policy,geothermal,2035,0.112802,,
China,Policy,geothermal,2040,0.112847,,
China,Policy,geothermal,2045,0.112856,,
China,Policy,geothermal,2050,0.112879,,
China,Policy,geothermal,2055,0.112896,,
China,Policy,geothermal,2060,0.112898,,
China,Policy,geothermal,2065,0.112851,,
China,Policy,geothermal,2070,0.112912,,
China,Policy,geothermal,2075,0.112918,,
China,Policy,geothermal,2080,0.112947,,
China,Policy,geothermal,2085,0.112967,,
China,Policy,geothermal,2090,0.112975,,
China,Policy,geothermal,2095,0.112824,,
China,Policy,geothermal,2100,0.112877,,
China,Policy,hydro,1990,0.456446,,
China,Policy,hydro,2005,1.42964,,
China,Policy,hydro,2010,2.56154,,
China,Policy,hydro,2015,4.01311,,
China,Policy,hydro,2020,4.01308,,
China,Policy,hydro,2025,4.01308,,
China,Policy,hydro,2030,4.01308,,
China,Policy,hydro,2035,4.01308,,
China,Policy,hydro,2040,4.01308,,
China,Policy,hydro,2045,4.01308,,
China,Policy,hydro,2050,4.01308,,
China,Policy,hydro,2055,4.01308,,
China,Policy,hydro,2060,4.01308,,
China,Policy,hydro,2065,4.01308,,
China,Policy,hydro,2070,4.01308,,
China,Policy,hydro,2075,4.01308,,
China,Policy,hydro,2080,4.01308,,
China,Policy,hydro,2085,4.01308,,
China,Policy,hydro,2090,4.01308,,
China,Policy,hydro,2095,4.01308,,
China,Policy,hydro,2100,4.01308,,
China,Policy,nuclear,1990,0,,
China,Policy,nuclear,2005,0.191116,,
China,Policy,nuclear,2010,0.265967,,
China,Policy,nuclear,2015,0.614838,,
China,Policy,nuclear,2020,0.919777,,
China,Policy,nuclear,2025,1.37461,,
China,Policy,nuclear,2030,1.895035,,
China,Policy,nuclear,2035,5.177732,,
China,Policy,nuclear,2040,7.589001,,
China,Policy,nuclear,2045,10.195689,,
China,Policy,nuclear,2050,12.261626,,
China,Policy,nuclear,2055,13.741055,,
China,Policy,nuclear,2060,14.967261,,
China,Policy,nuclear,2065,16.3755895,,
China,Policy,nuclear,2070,17.1009394,,
China,Policy,nuclear,2075,17.6664,,
China,Policy,nuclear,2080,17.7378,,
China,Policy,nuclear,2085,17.5609,,
China,Policy,nuclear,2090,17.2574,,
China,Policy,nuclear,2095,14.8719,,
China,Policy,nuclear,2100,13.0213,,
China,Policy,oil,1990,0.183376,,
China,Policy,oil,2005,0.182675,,
China,Policy,oil,2010,0.0541114,,
China,Policy,oil,2015,0.035915,,
China,Policy,oil,2020,0.02044896,,
China,Policy,oil,2025,0.02174584,,
China,Policy,oil,2030,0.02131742,,
China,Policy,oil,2035,0.05256134,,
China,Policy,oil,2040,0.04098439,,
China,Policy,oil,2045,0.04182108,,
China,Policy,oil,2050,0.03649891,,
China,Policy,oil,2055,0.033659474,,
China,Policy,oil,2060,0.031425288,,
China,Policy,oil,2065,0.028018944,,
China,Policy,oil,2070,0.021061557,,
China,Policy,oil,2075,0.01762005,,
China,Policy,oil,2080,0.013081483,,
China,Policy,oil,2085,0.009894967,,
China,Policy,oil,2090,0.007804167,,
China,Policy,oil,2095,0.014410439,,
China,Policy,oil,2100,0.011946094,,
China,Policy,solar,1990,7.20E-06,,
China,Policy,solar,2005,0.000310299,,
China,Policy,solar,2010,0.00253189,,
China,Policy,solar,2015,0.1613172,,
China,Policy,solar,2020,0.337195601,,
China,Policy,solar,2025,0.886123918,,
China,Policy,solar,2030,1.952586674,,
China,Policy,solar,2035,6.601921654,,
China,Policy,solar,2040,8.946639904,,
China,Policy,solar,2045,10.7345126,,
China,Policy,solar,2050,11.97457556,,
China,Policy,solar,2055,12.62479749,,
China,Policy,solar,2060,12.7512535,,
China,Policy,solar,2065,10.2208038,,
China,Policy,solar,2070,9.2469551,,
China,Policy,solar,2075,8.5763203,,
China,Policy,solar,2080,8.0895077,,
China,Policy,solar,2085,7.6010377,,
China,Policy,solar,2090,7.0410702,,
China,Policy,solar,2095,7.136961,,
China,Policy,solar,2100,7.1471747,,
China,Policy,wind,1990,7.20E-06,,
China,Policy,wind,2005,0.00730148,,
China,Policy,wind,2010,0.160645,,
China,Policy,wind,2015,0.668766,,
China,Policy,wind,2020,1.040319663,,
China,Policy,wind,2025,1.697964763,,
China,Policy,wind,2030,2.574756803,,
China,Policy,wind,2035,7.190773203,,
China,Policy,wind,2040,10.2456596,,
China,Policy,wind,2045,12.58713356,,
China,Policy,wind,2050,14.44082316,,
China,Policy,wind,2055,15.58364184,,
China,Policy,wind,2060,16.2605255,,
China,Policy,wind,2065,14.1476899,,
China,Policy,wind,2070,12.6309145,,
China,Policy,wind,2075,11.1751296,,
China,Policy,wind,2080,10.1883114,,
China,Policy,wind,2085,9.3559022,,
China,Policy,wind,2090,8.462067,,
China,Policy,wind,2095,9.4409812,,
China,Policy,wind,2100,10.0494065,,
China,Policy_CI,biomass,1990,1.45E-06,,
China,Policy_CI,biomass,2005,0.01872,,
China,Policy_CI,biomass,2010,0.121906,,
China,Policy_CI,biomass,2015,0.229424,,
China,Policy_CI,biomass,2020,0.2135372,,
China,Policy_CI,biomass,2025,0.237391558,,
China,Policy_CI,biomass,2030,0.242232066,,
China,Policy_CI,biomass,2035,0.52556194,,
China,Policy_CI,biomass,2040,0.6066552,,
China,Policy_CI,biomass,2045,0.84565922,,
China,Policy_CI,biomass,2050,1.19946044,,
China,Policy_CI,biomass,2055,1.60023094,,
China,Policy_CI,biomass,2060,2.02813202,,
China,Policy_CI,biomass,2065,2.233706938,,
China,Policy_CI,biomass,2070,2.095048656,,
China,Policy_CI,biomass,2075,1.95428874,,
China,Policy_CI,biomass,2080,1.931196328,,
China,Policy_CI,biomass,2085,2.066544108,,
China,Policy_CI,biomass,2090,2.20292129,,
China,Policy_CI,biomass,2095,2.43225682,,
China,Policy_CI,biomass,2100,2.520277146,,
China,Policy_CI,coal,1990,1.69114,,
China,Policy_CI,coal,2005,7.22629,,
China,Policy_CI,coal,2010,11.7486,,
China,Policy_CI,coal,2015,14.8819,,
China,Policy_CI,coal,2020,17.53392,,
China,Policy_CI,coal,2025,19.5156089,,
China,Policy_CI,coal,2030,20.95428398,,
China,Policy_CI,coal,2035,18.5392134,,
China,Policy_CI,coal,2040,14.128266,,
China,Policy_CI,coal,2045,10.1271736,,
China,Policy_CI,coal,2050,7.987278,,
China,Policy_CI,coal,2055,7.755094,,
China,Policy_CI,coal,2060,8.09589902,,
China,Policy_CI,coal,2065,9.0921512,,
China,Policy_CI,coal,2070,9.4427642,,
China,Policy_CI,coal,2075,9.625892,,
China,Policy_CI,coal,2080,9.5568078,,
China,Policy_CI,coal,2085,9.41056454,,
China,Policy_CI,coal,2090,9.30806678,,
China,Policy_CI,coal,2095,7.87541949,,
China,Policy_CI,coal,2100,6.700945806,,
China,Policy_CI,gas,1990,0.00997559,,
China,Policy_CI,gas,2005,0.0843043,,
China,Policy_CI,gas,2010,0.3329,,
China,Policy_CI,gas,2015,0.569525,,
China,Policy_CI,gas,2020,0.5884028,,
China,Policy_CI,gas,2025,0.65647074,,
China,Policy_CI,gas,2030,0.74719848,,
China,Policy_CI,gas,2035,0.9523278,,
China,Policy_CI,gas,2040,1.104473,,
China,Policy_CI,gas,2045,1.26629426,,
China,Policy_CI,gas,2050,1.33092962,,
China,Policy_CI,gas,2055,1.3580521,,
China,Policy_CI,gas,2060,1.41016954,,
China,Policy_CI,gas,2065,1.551001374,,
China,Policy_CI,gas,2070,1.56291803,,
China,Policy_CI,gas,2075,1.538362748,,
China,Policy_CI,gas,2080,1.229323666,,
China,Policy_CI,gas,2085,1.030614378,,
China,Policy_CI,gas,2090,0.828970881,,
China,Policy_CI,gas,2095,0.849848434,,
China,Policy_CI,gas,2100,0.860291577,,
China,Policy_CI,geothermal,1990,0.0002052,,
China,Policy_CI,geothermal,2005,0.000413999,,
China,Policy_CI,geothermal,2010,0.000449999,,
China,Policy_CI,geothermal,2015,0.000449999,,
China,Policy_CI,geothermal,2020,0.0662284,,
China,Policy_CI,geothermal,2025,0.1130182,,
China,Policy_CI,geothermal,2030,0.1130274,,
China,Policy_CI,geothermal,2035,0.1127944,,
China,Policy_CI,geothermal,2040,0.1128594,,
China,Policy_CI,geothermal,2045,0.1128594,,
China,Policy_CI,geothermal,2050,0.1128764,,
China,Policy_CI,geothermal,2055,0.1128994,,
China,Policy_CI,geothermal,2060,0.1129026,,
China,Policy_CI,geothermal,2065,0.112848,,
China,Policy_CI,geothermal,2070,0.1129198,,
China,Policy_CI,geothermal,2075,0.1129258,,
China,Policy_CI,geothermal,2080,0.1129464,,
China,Policy_CI,geothermal,2085,0.1129736,,
China,Policy_CI,geothermal,2090,0.1129796,,
China,Policy_CI,geothermal,2095,0.1128164,,
China,Policy_CI,geothermal,2100,0.1128716,,
China,Policy_CI,hydro,1990,0.456446,,
China,Policy_CI,hydro,2005,1.42964,,
China,Policy_CI,hydro,2010,2.56154,,
China,Policy_CI,hydro,2015,4.01311,,
China,Policy_CI,hydro,2020,2.74674,,
China,Policy_CI,hydro,2025,2.819358,,
China,Policy_CI,hydro,2030,2.894296,,
China,Policy_CI,hydro,2035,2.971404,,
China,Policy_CI,hydro,2040,3.104872,,
China,Policy_CI,hydro,2045,3.233572,,
China,Policy_CI,hydro,2050,3.36175,,
China,Policy_CI,hydro,2055,3.489728,,
China,Policy_CI,hydro,2060,3.615892,,
China,Policy_CI,hydro,2065,3.739104,,
China,Policy_CI,hydro,2070,3.860654,,
China,Policy_CI,hydro,2075,3.980072,,
China,Policy_CI,hydro,2080,4.096614,,
China,Policy_CI,hydro,2085,4.209336,,
China,Policy_CI,hydro,2090,4.317792,,
China,Policy_CI,hydro,2095,4.42246,,
China,Policy_CI,hydro,2100,4.01308,,
China,Policy_CI,nuclear,1990,0,,
China,Policy_CI,nuclear,2005,0.191116,,
China,Policy_CI,nuclear,2010,0.265967,,
China,Policy_CI,nuclear,2015,0.614838,,
China,Policy_CI,nuclear,2020,1.0304266,,
China,Policy_CI,nuclear,2025,1.4834814,,
China,Policy_CI,nuclear,2030,1.9983252,,
China,Policy_CI,nuclear,2035,5.4657966,,
China,Policy_CI,nuclear,2040,7.8634854,,
China,Policy_CI,nuclear,2045,10.4509188,,
China,Policy_CI,nuclear,2050,12.537946,,
China,Policy_CI,nuclear,2055,13.981775,,
China,Policy_CI,nuclear,2060,15.180642,,
China,Policy_CI,nuclear,2065,16.6235696,,
China,Policy_CI,nuclear,2070,17.30377944,,
China,Policy_CI,nuclear,2075,17.83574,,
China,Policy_CI,nuclear,2080,17.8008,,
China,Policy_CI,nuclear,2085,17.60106,,
China,Policy_CI,nuclear,2090,17.27976,,
China,Policy_CI,nuclear,2095,14.74838,,
China,Policy_CI,nuclear,2100,12.93928,,
China,Policy_CI,oil,1990,0.183376,,
China,Policy_CI,oil,2005,0.182675,,
China,Policy_CI,oil,2010,0.0541114,,
China,Policy_CI,oil,2015,0.035915,,
China,Policy_CI,oil,2020,0.024263402,,
China,Policy_CI,oil,2025,0.022725414,,
China,Policy_CI,oil,2030,0.021996216,,
China,Policy_CI,oil,2035,0.055087364,,
China,Policy_CI,oil,2040,0.041437274,,
China,Policy_CI,oil,2045,0.042211022,,
China,Policy_CI,oil,2050,0.037214032,,
China,Policy_CI,oil,2055,0.033994574,,
China,Policy_CI,oil,2060,0.031613574,,
China,Policy_CI,oil,2065,0.028291641,,
China,Policy_CI,oil,2070,0.020561941,,
China,Policy_CI,oil,2075,0.017172333,,
China,Policy_CI,oil,2080,0.012906832,,
China,Policy_CI,oil,2085,0.009440947,,
China,Policy_CI,oil,2090,0.007332207,,
China,Policy_CI,oil,2095,0.014551155,,
China,Policy_CI,oil,2100,0.012185417,,
China,Policy_CI,solar,1990,7.20E-06,,
China,Policy_CI,solar,2005,0.000310299,,
China,Policy_CI,solar,2010,0.00253189,,
China,Policy_CI,solar,2015,0.1613172,,
China,Policy_CI,solar,2020,0.392595862,,
China,Policy_CI,solar,2025,0.939044386,,
China,Policy_CI,solar,2030,1.991686412,,
China,Policy_CI,solar,2035,6.766802535,,
China,Policy_CI,solar,2040,9.049415099,,
China,Policy_CI,solar,2045,10.79953348,,
China,Policy_CI,solar,2050,11.99624894,,
China,Policy_CI,solar,2055,12.62175737,,
China,Policy_CI,solar,2060,12.73842663,,
China,Policy_CI,solar,2065,10.16339994,,
China,Policy_CI,solar,2070,9.18470704,,
China,Policy_CI,solar,2075,8.4976829,,
China,Policy_CI,solar,2080,8.01867688,,
China,Policy_CI,solar,2085,7.50997688,,
China,Policy_CI,solar,2090,6.92770622,,
China,Policy_CI,solar,2095,7.06655918,,
China,Policy_CI,solar,2100,7.18984462,,
China,Policy_CI,wind,1990,7.20E-06,,
China,Policy_CI,wind,2005,0.00730148,,
China,Policy_CI,wind,2010,0.160645,,
China,Policy_CI,wind,2015,0.668766,,
China,Policy_CI,wind,2020,1.150686145,,
China,Policy_CI,wind,2025,1.799559069,,
China,Policy_CI,wind,2030,2.661667059,,
China,Policy_CI,wind,2035,7.458666159,,
China,Policy_CI,wind,2040,10.45281602,,
China,Policy_CI,wind,2045,12.73552211,,
China,Policy_CI,wind,2050,14.49040254,,
China,Policy_CI,wind,2055,15.59639317,,
China,Policy_CI,wind,2060,16.2450641,,
China,Policy_CI,wind,2065,14.04115328,,
China,Policy_CI,wind,2070,12.50236804,,
China,Policy_CI,wind,2075,11.02704528,,
China,Policy_CI,wind,2080,10.05684948,,
China,Policy_CI,wind,2085,9.19755132,,
China,Policy_CI,wind,2090,8.25148998,,
China,Policy_CI,wind,2095,9.3395409,,
China,Policy_CI,wind,2100,10.11546088,,
China,Policy_NoDAC,biomass,1990,1.45E-06,,
China,Policy_NoDAC,biomass,2005,0.01872,,
China,Policy_NoDAC,biomass,2010,0.121906,,
China,Policy_NoDAC,biomass,2015,0.229424,,
China,Policy_NoDAC,biomass,2020,0.19022,,
China,Policy_NoDAC,biomass,2025,0.22283122,,
China,Policy_NoDAC,biomass,2030,0.23180742,,
China,Policy_NoDAC,biomass,2035,0.4857373,,
China,Policy_NoDAC,biomass,2040,0.5344055,,
China,Policy_NoDAC,biomass,2045,0.6692875,,
China,Policy_NoDAC,biomass,2050,1.07493576,,
China,Policy_NoDAC,biomass,2055,1.91425798,,
China,Policy_NoDAC,biomass,2060,2.595174678,,
China,Policy_NoDAC,biomass,2065,3.978289059,,
China,Policy_NoDAC,biomass,2070,4.310024322,,
China,Policy_NoDAC,biomass,2075,4.157700727,,
China,Policy_NoDAC,biomass,2080,3.583451626,,
China,Policy_NoDAC,biomass,2085,4.091617553,,
China,Policy_NoDAC,biomass,2090,4.563142105,,
China,Policy_NoDAC,biomass,2095,4.975214432,,
China,Policy_NoDAC,biomass,2100,5.112481561,,
China,Policy_NoDAC,coal,1990,1.69114,,
China,Policy_NoDAC,coal,2005,7.22629,,
China,Policy_NoDAC,coal,2010,11.7486,,
China,Policy_NoDAC,coal,2015,14.8819,,
China,Policy_NoDAC,coal,2020,16.648,,
China,Policy_NoDAC,coal,2025,18.65436265,,
China,Policy_NoDAC,coal,2030,20.1280981,,
China,Policy_NoDAC,coal,2035,18.102747,,
China,Policy_NoDAC,coal,2040,13.74062,,
China,Policy_NoDAC,coal,2045,9.543348,,
China,Policy_NoDAC,coal,2050,7.0700621,,
China,Policy_NoDAC,coal,2055,7.2309208,,
China,Policy_NoDAC,coal,2060,7.174204797,,
China,Policy_NoDAC,coal,2065,7.593961643,,
China,Policy_NoDAC,coal,2070,7.755722976,,
China,Policy_NoDAC,coal,2075,7.747356745,,
China,Policy_NoDAC,coal,2080,7.63419752,,
China,Policy_NoDAC,coal,2085,7.181396474,,
China,Policy_NoDAC,coal,2090,6.609481009,,
China,Policy_NoDAC,coal,2095,5.827945256,,
China,Policy_NoDAC,coal,2100,5.080746758,,
China,Policy_NoDAC,gas,1990,0.00997559,,
China,Policy_NoDAC,gas,2005,0.0843043,,
China,Policy_NoDAC,gas,2010,0.3329,,
China,Policy_NoDAC,gas,2015,0.569525,,
China,Policy_NoDAC,gas,2020,0.542529,,
China,Policy_NoDAC,gas,2025,0.6167114,,
China,Policy_NoDAC,gas,2030,0.7097389,,
China,Policy_NoDAC,gas,2035,0.912523,,
China,Policy_NoDAC,gas,2040,1.080209,,
China,Policy_NoDAC,gas,2045,1.2875814,,
China,Policy_NoDAC,gas,2050,1.3813635,,
China,Policy_NoDAC,gas,2055,1.33675413,,
China,Policy_NoDAC,gas,2060,1.350018094,,
China,Policy_NoDAC,gas,2065,1.518525938,,
China,Policy_NoDAC,gas,2070,1.575606206,,
China,Policy_NoDAC,gas,2075,1.645438469,,
China,Policy_NoDAC,gas,2080,1.47275504,,
China,Policy_NoDAC,gas,2085,1.293383158,,
China,Policy_NoDAC,gas,2090,1.052803879,,
China,Policy_NoDAC,gas,2095,1.031927308,,
China,Policy_NoDAC,gas,2100,1.057439642,,
China,Policy_NoDAC,geothermal,1990,0.0002052,,
China,Policy_NoDAC,geothermal,2005,0.000413999,,
China,Policy_NoDAC,geothermal,2010,0.000449999,,
China,Policy_NoDAC,geothermal,2015,0.000449999,,
China,Policy_NoDAC,geothermal,2020,0.0569001,,
China,Policy_NoDAC,geothermal,2025,0.113031,,
China,Policy_NoDAC,geothermal,2030,0.113036,,
China,Policy_NoDAC,geothermal,2035,0.112802,,
China,Policy_NoDAC,geothermal,2040,0.112856,,
China,Policy_NoDAC,geothermal,2045,0.112846,,
China,Policy_NoDAC,geothermal,2050,0.112835,,
China,Policy_NoDAC,geothermal,2055,0.112895,,
China,Policy_NoDAC,geothermal,2060,0.112959,,
China,Policy_NoDAC,geothermal,2065,0.112832,,
China,Policy_NoDAC,geothermal,2070,0.11292,,
China,Policy_NoDAC,geothermal,2075,0.112908,,
China,Policy_NoDAC,geothermal,2080,0.112891,,
China,Policy_NoDAC,geothermal,2085,0.112983,,
China,Policy_NoDAC,geothermal,2090,0.113015,,
China,Policy_NoDAC,geothermal,2095,0.112821,,
China,Policy_NoDAC,geothermal,2100,0.112892,,
China,Policy_NoDAC,hydro,1990,0.456446,,
China,Policy_NoDAC,hydro,2005,1.42964,,
China,Policy_NoDAC,hydro,2010,2.56154,,
China,Policy_NoDAC,hydro,2015,4.01311,,
China,Policy_NoDAC,hydro,2020,4.01308,,
China,Policy_NoDAC,hydro,2025,4.01308,,
China,Policy_NoDAC,hydro,2030,4.01308,,
China,Policy_NoDAC,hydro,2035,4.01308,,
China,Policy_NoDAC,hydro,2040,4.01308,,
China,Policy_NoDAC,hydro,2045,4.01308,,
China,Policy_NoDAC,hydro,2050,4.01308,,
China,Policy_NoDAC,hydro,2055,4.01308,,
China,Policy_NoDAC,hydro,2060,4.01308,,
China,Policy_NoDAC,hydro,2065,4.01308,,
China,Policy_NoDAC,hydro,2070,4.01308,,
China,Policy_NoDAC,hydro,2075,4.01308,,
China,Policy_NoDAC,hydro,2080,4.01308,,
China,Policy_NoDAC,hydro,2085,4.01308,,
China,Policy_NoDAC,hydro,2090,4.01308,,
China,Policy_NoDAC,hydro,2095,4.01308,,
China,Policy_NoDAC,hydro,2100,4.01308,,
China,Policy_NoDAC,nuclear,1990,0,,
China,Policy_NoDAC,nuclear,2005,0.191116,,
China,Policy_NoDAC,nuclear,2010,0.265967,,
China,Policy_NoDAC,nuclear,2015,0.614838,,
China,Policy_NoDAC,nuclear,2020,0.919778,,
China,Policy_NoDAC,nuclear,2025,1.374609,,
China,Policy_NoDAC,nuclear,2030,1.895025,,
China,Policy_NoDAC,nuclear,2035,5.180342,,
China,Policy_NoDAC,nuclear,2040,7.620731,,
China,Policy_NoDAC,nuclear,2045,10.406219,,
China,Policy_NoDAC,nuclear,2050,13.276926,,
China,Policy_NoDAC,nuclear,2055,14.749555,,
China,Policy_NoDAC,nuclear,2060,15.365561,,
China,Policy_NoDAC,nuclear,2065,16.9345892,,
China,Policy_NoDAC,nuclear,2070,17.5973392,,
China,Policy_NoDAC,nuclear,2075,18.2042,,
China,Policy_NoDAC,nuclear,2080,18.5371,,
China,Policy_NoDAC,nuclear,2085,18.2879,,
China,Policy_NoDAC,nuclear,2090,17.8153,,
China,Policy_NoDAC,nuclear,2095,15.4025,,
China,Policy_NoDAC,nuclear,2100,13.4256,,
China,Policy_NoDAC,oil,1990,0.183376,,
China,Policy_NoDAC,oil,2005,0.182675,,
China,Policy_NoDAC,oil,2010,0.0541114,,
China,Policy_NoDAC,oil,2015,0.035915,,
China,Policy_NoDAC,oil,2020,0.02044896,,
China,Policy_NoDAC,oil,2025,0.02174598,,
China,Policy_NoDAC,oil,2030,0.02131969,,
China,Policy_NoDAC,oil,2035,0.05266783,,
China,Policy_NoDAC,oil,2040,0.04216188,,
China,Policy_NoDAC,oil,2045,0.04764656,,
China,Policy_NoDAC,oil,2050,0.047109825,,
China,Policy_NoDAC,oil,2055,0.06050267,,
China,Policy_NoDAC,oil,2060,0.074155261,,
China,Policy_NoDAC,oil,2065,0.058499035,,
China,Policy_NoDAC,oil,2070,0.019782403,,
China,Policy_NoDAC,oil,2075,0.010659462,,
China,Policy_NoDAC,oil,2080,0.009564205,,
China,Policy_NoDAC,oil,2085,0.005488454,,
China,Policy_NoDAC,oil,2090,0.004353042,,
China,Policy_NoDAC,oil,2095,0.011531181,,
China,Policy_NoDAC,oil,2100,0.008127877,,
China,Policy_NoDAC,solar,1990,7.20E-06,,
China,Policy_NoDAC,solar,2005,0.000310299,,
China,Policy_NoDAC,solar,2010,0.00253189,,
China,Policy_NoDAC,solar,2015,0.1613172,,
China,Policy_NoDAC,solar,2020,0.337195601,,
China,Policy_NoDAC,solar,2025,0.886122908,,
China,Policy_NoDAC,solar,2030,1.952575552,,
China,Policy_NoDAC,solar,2035,6.604339408,,
China,Policy_NoDAC,solar,2040,8.969919098,,
China,Policy_NoDAC,solar,2045,10.8681093,,
China,Policy_NoDAC,solar,2050,12.62459105,,
China,Policy_NoDAC,solar,2055,13.29681179,,
China,Policy_NoDAC,solar,2060,12.885852,,
China,Policy_NoDAC,solar,2065,10.6141086,,
China,Policy_NoDAC,solar,2070,9.4661912,,
China,Policy_NoDAC,solar,2075,8.73161,,
China,Policy_NoDAC,solar,2080,8.2499633,,
China,Policy_NoDAC,solar,2085,7.55905905,,
China,Policy_NoDAC,solar,2090,7.11129361,,
China,Policy_NoDAC,solar,2095,6.94841551,,
China,Policy_NoDAC,solar,2100,6.95789811,,
China,Policy_NoDAC,wind,1990,7.20E-06,,
China,Policy_NoDAC,wind,2005,0.00730148,,
China,Policy_NoDAC,wind,2010,0.160645,,
China,Policy_NoDAC,wind,2015,0.668766,,
China,Policy_NoDAC,wind,2020,1.040319665,,
China,Policy_NoDAC,wind,2025,1.697963765,,
China,Policy_NoDAC,wind,2030,2.574745555,,
China,Policy_NoDAC,wind,2035,7.193684855,,
China,Policy_NoDAC,wind,2040,10.27816406,,
China,Policy_NoDAC,wind,2045,12.77917391,,
China,Policy_NoDAC,wind,2050,15.33364141,,
China,Policy_NoDAC,wind,2055,16.40131339,,
China,Policy_NoDAC,wind,2060,16.2518527,,
China,Policy_NoDAC,wind,2065,14.3631521,,
China,Policy_NoDAC,wind,2070,12.6641561,,
China,Policy_NoDAC,wind,2075,11.0966475,,
China,Policy_NoDAC,wind,2080,10.2323523,,
China,Policy_NoDAC,wind,2085,9.3327392,,
China,Policy_NoDAC,wind,2090,8.53602109,,
China,Policy_NoDAC,wind,2095,9.25748139,,
China,Policy_NoDAC,wind,2100,9.66947519,,
China,Policy_NoDAC_CI,biomass,1990,1.45E-06,,
China,Policy_NoDAC_CI,biomass,2005,0.01872,,
China,Policy_NoDAC_CI,biomass,2010,0.121906,,
China,Policy_NoDAC_CI,biomass,2015,0.229424,,
China,Policy_NoDAC_CI,biomass,2020,0.213538,,
China,Policy_NoDAC_CI,biomass,2025,0.237384432,,
China,Policy_NoDAC_CI,biomass,2030,0.242134204,,
China,Policy_NoDAC_CI,biomass,2035,0.52105124,,
China,Policy_NoDAC_CI,biomass,2040,0.57045312,,
China,Policy_NoDAC_CI,biomass,2045,0.70645438,,
China,Policy_NoDAC_CI,biomass,2050,1.120872334,,
China,Policy_NoDAC_CI,biomass,2055,1.955037593,,
China,Policy_NoDAC_CI,biomass,2060,2.626417162,,
China,Policy_NoDAC_CI,biomass,2065,4.050455723,,
China,Policy_NoDAC_CI,biomass,2070,4.362045799,,
China,Policy_NoDAC_CI,biomass,2075,4.218885654,,
China,Policy_NoDAC_CI,biomass,2080,3.626937163,,
China,Policy_NoDAC_CI,biomass,2085,4.112958723,,
