"region","scenario","output","subsector","technology","year","gen"
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2055",0.0444918
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2055",1.8453
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2055",11.320075
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2055",0.112597538
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2055",15.13106
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2055",1.028558
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2055",0.29250825
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2055",0.0251093
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2055",0.000113674
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2055",0.0184561
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2055",6.25985e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2055",0.0462743
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2055",0.000366371
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2055",0.0251375
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2055",0.00093439
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2055",0.000166269
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2055",0.179427
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2055",0.108198
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2055",0.00143958
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2055",0.000104735
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2055",0.00309219
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2055",0.0221776
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2055",0.000347648
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2055",0.244899
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2055",0.0353073
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2055",0.0447124
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2055",0.000976216
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2055",0.000654523
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2055",0.000987387
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2055",0.0514799
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2055",0.11954
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2055",0.432282
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2055",0.268498
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2055",0.00196980706
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2055",0.2024541
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2055",0.2291632
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2055",0.0056175456
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2060",0.594426
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2060",8.5515e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2060",1.99836
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2060",7.41995e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2060",3.60262
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2060",0.000583414
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2060",3.71251
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2060",0.00186199
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2060",1.3592
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2060",0.0100802
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2060",0.000351379
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2060",3.67974e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2060",0.112962
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2060",3.60408
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2060",1.05788
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2060",15.5323
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2060",0.112161
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2060",0.0746472
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2060",6.53035e-05
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2060",8.44031e-05
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2060",3.88181
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2060",0.0514511
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2060",2.01878
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2060",10.713036
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2060",0.12698029
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2060",15.008657
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2060",0.9592983
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2060",0.3200515
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2060",0.0316279
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2060",1.94089e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2060",0.0277657
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2060",1.11898e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2060",0.0387882
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2060",5.10015e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2060",0.0177491
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2060",0.000136797
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2060",6.45533e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2060",0.199468
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2060",0.0271931
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2060",0.000294327
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2060",4.69902e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2060",0.00309443
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2060",0.0229383
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2060",0.000534375
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2060",0.266483
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2060",0.0239492
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2060",0.0448419
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2060",0.000207215
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2060",0.000168882
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2060",0.000640773
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2060",0.0460892
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2060",0.149049
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2060",0.495864
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2060",0.25916906
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2060",0.0023423259
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2060",0.1997702
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2060",0.2530996
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2060",0.006364731
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2065",0.771172
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2065",6.13311e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2065",3.24836
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2065",5.21912e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2065",3.91006
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2065",0.00048346
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2065",3.85662
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2065",0.00146954
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2065",1.53229
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2065",0.00628366
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2065",0.000174202
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2065",3.23362e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2065",0.112834
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2065",3.72668
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2065",0.356054
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2065",17.1388
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2065",0.0732895
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2065",0.0593046
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2065",5.49922e-05
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2065",2.68187e-05
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2065",5.19824
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2065",0.0749915
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2065",2.28187
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2065",8.035816
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2065",0.1576607
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2065",12.741797
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2065",1.1350473
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2065",0.3679749
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2065",0.0371269
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2065",1.52953e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2065",0.0329676
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2065",8.70806e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2065",0.0399376
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2065",4.65218e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2065",0.0175921
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2065",0.000120614
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2065",6.32005e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2065",0.221903
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2065",0.0189779
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2065",0.000189769
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2065",4.51865e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2065",0.00309422
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2065",0.023699
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2065",0.000505844
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2065",0.285887
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2065",0.0156492
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2065",0.0331624
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2065",0.000159869
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2065",5.63916e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2065",0.000546994
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2065",0.0590918
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2065",0.181176
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2065",0.540479
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2065",0.18910223
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2065",0.002671221
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2065",0.1697732
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2065",0.2652658
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2065",0.007089236
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2070",0.851113
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2070",4.77614e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2070",3.48267
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2070",4.00279e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2070",4.02278
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2070",0.000510261
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2070",3.89206
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2070",0.00151964
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2070",1.58425
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2070",0.00526126
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2070",0.000122335
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2070",3.22709e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2070",0.112931
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2070",3.8477
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2070",0.0846723
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2070",17.7758
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2070",0.0466396
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2070",0.0197828
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2070",3.42422e-05
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2070",1.11739e-05
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2070",5.68096
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2070",0.0839286
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2070",2.22424
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2070",6.913454
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2070",0.1628929
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2070",11.049797
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2070",1.0866553
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2070",0.3661834
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2070",0.0391962
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2070",1.15961e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2070",0.0274533
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2070",6.26587e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2070",0.0422326
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2070",4.64392e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2070",0.0181473
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2070",0.00011608
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2070",6.4102e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2070",0.243846
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2070",0.0149364
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2070",0.00014219
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2070",4.43118e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2070",0.0030937
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2070",0.0244597
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2070",0.000427907
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2070",0.305508
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2070",0.00995878
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2070",0.0205426
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2070",0.000154528
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2070",2.84209e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2070",0.000444215
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2070",0.0637133
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2070",0.216741
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2070",0.572453
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2070",0.13929063
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2070",0.002990235
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2070",0.1566112
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2070",0.2580309
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2070",0.007913872
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2075",0.897805
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2075",3.1721e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2075",3.31904
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2075",2.49016e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2075",4.08272
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2075",0.000506498
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2075",3.81984
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2075",0.00143226
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2075",1.64885
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2075",0.00351172
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2075",6.15086e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2075",3.14175e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2075",0.11292
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2075",3.9667
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2075",0.0389969
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2075",18.3828
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2075",0
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2075",0.0104218
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2075",3.40553e-05
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2075",4.82334e-06
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2075",5.66075
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2075",0.0917287
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2075",1.97356
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2075",6.386104
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2075",0.1570762
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2075",9.506907
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2075",1.0267483
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2075",0.3443822
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2075",0.0267679
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2075",1.06385e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2075",0.00955066
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2075",4.76678e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2075",0.0474708
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2075",5.04695e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2075",0.0203123
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2075",0.000117633
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2075",6.69596e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2075",0.277656
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2075",0.0123685
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2075",0.000112989
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2075",4.50949e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2075",0.00309267
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2075",0.0252203
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2075",0.000404453
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2075",0.331099
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2075",0
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2075",0.017582
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2075",0.000205751
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2075",1.80719e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2075",0.000392795
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2075",0.0595142
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2075",0.26125
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2075",0.585211
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2075",0.10347943
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2075",0.003326853
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2075",0.1556658
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2075",0.235435
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2075",0.008941062
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2080",0.905831
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2080",2.38738e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2080",2.75059
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2080",1.45132e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2080",4.09245
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2080",0.000399985
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2080",3.651
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2080",0.000697817
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2080",1.46157
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2080",0.00138132
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2080",1.73315e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2080",2.77367e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2080",0.112891
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2080",4.08294
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2080",0.0353657
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2080",18.6126
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2080",0
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2080",0.00959246
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2080",3.27628e-05
