region,Name,sector,subsector,technology,year,Difference,Rel_Dif
China,Policy,electricity,biomass,biomass (conv CCS),1990,0,NA
China,Policy,electricity,biomass,biomass (conv CCS),2005,0,NA
China,Policy,electricity,biomass,biomass (conv CCS),2010,0,NA
China,Policy,electricity,biomass,biomass (conv CCS),2015,0,NA
China,Policy,electricity,biomass,biomass (conv CCS),2020,0,NA
China,Policy,electricity,biomass,biomass (conv CCS),2025,-0.00070352,-3.0657567
China,Policy,electricity,biomass,biomass (conv CCS),2030,-0.004458816,-11.49939425
China,Policy,electricity,biomass,biomass (conv CCS),2035,1.954331753,2402.2751
China,Policy,electricity,biomass,biomass (conv CCS),2040,3.55324706,1980.38683
China,Policy,electricity,biomass,biomass (conv CCS),2045,5.753965318,1621.271227
China,Policy,electricity,biomass,biomass (conv CCS),2050,8.514747659,1475.109043
China,Policy,electricity,biomass,biomass (conv CCS),2055,10.84260892,1091.627157
China,Policy,electricity,biomass,biomass (conv CCS),2060,12.67947946,813.9840315
China,Policy,electricity,biomass,biomass (conv CCS),2065,12.80235145,558.3640283
China,Policy,electricity,biomass,biomass (conv CCS),2070,9.771250026,305.5882965
China,Policy,electricity,biomass,biomass (conv CCS),2075,6.934114935,165.6019768
China,Policy,electricity,biomass,biomass (conv CCS),2080,5.719488454,113.1984481
China,Policy,electricity,biomass,biomass (conv CCS),2085,5.757575384,93.38537103
China,Policy,electricity,biomass,biomass (conv CCS),2090,5.74909596,76.92015615
China,Policy,electricity,biomass,biomass (conv CCS),2095,6.232124052,69.38135907
China,Policy,electricity,biomass,biomass (conv CCS),2100,5.046559388,46.95583308
China,Policy,electricity,biomass,biomass (IGCC CCS),1990,0,NA
China,Policy,electricity,biomass,biomass (IGCC CCS),2005,0,NA
China,Policy,electricity,biomass,biomass (IGCC CCS),2010,0,NA
China,Policy,electricity,biomass,biomass (IGCC CCS),2015,0,NA
China,Policy,electricity,biomass,biomass (IGCC CCS),2020,0,NA
China,Policy,electricity,biomass,biomass (IGCC CCS),2025,-4.69E-06,-0.114591907
China,Policy,electricity,biomass,biomass (IGCC CCS),2030,-0.000378454,-4.348083442
China,Policy,electricity,biomass,biomass (IGCC CCS),2035,0.231545071,1275.753966
China,Policy,electricity,biomass,biomass (IGCC CCS),2040,0.447338757,1190.958976
China,Policy,electricity,biomass,biomass (IGCC CCS),2045,0.720274954,949.8948505
China,Policy,electricity,biomass,biomass (IGCC CCS),2050,0.95425956,750.0660963
China,Policy,electricity,biomass,biomass (IGCC CCS),2055,1.07403235,491.1213625
China,Policy,electricity,biomass,biomass (IGCC CCS),2060,1.12889766,331.1383956
China,Policy,electricity,biomass,biomass (IGCC CCS),2065,1.231885186,249.4466923
China,Policy,electricity,biomass,biomass (IGCC CCS),2070,1.103920039,161.5156659
China,Policy,electricity,biomass,biomass (IGCC CCS),2075,0.913551342,101.4554873
China,Policy,electricity,biomass,biomass (IGCC CCS),2080,0.778921289,71.09590779
China,Policy,electricity,biomass,biomass (IGCC CCS),2085,0.671636012,50.65731282
China,Policy,electricity,biomass,biomass (IGCC CCS),2090,0.56179074,35.96866449
China,Policy,electricity,biomass,biomass (IGCC CCS),2095,0.561747369,31.2927485
China,Policy,electricity,biomass,biomass (IGCC CCS),2100,0.40319585,19.78266332
China,Policy,electricity,coal,coal (conv pul CCS),1990,0,NA
China,Policy,electricity,coal,coal (conv pul CCS),2005,0,NA
China,Policy,electricity,coal,coal (conv pul CCS),2010,0,NA
China,Policy,electricity,coal,coal (conv pul CCS),2015,0,NA
China,Policy,electricity,coal,coal (conv pul CCS),2020,0,NA
China,Policy,electricity,coal,coal (conv pul CCS),2025,7.58E-05,0.030426547
China,Policy,electricity,coal,coal (conv pul CCS),2030,1.99E-05,0.004291797
China,Policy,electricity,coal,coal (conv pul CCS),2035,11.89171788,1551.557958
China,Policy,electricity,coal,coal (conv pul CCS),2040,20.50267801,1604.170824
China,Policy,electricity,coal,coal (conv pul CCS),2045,28.25477309,1291.613482
China,Policy,electricity,coal,coal (conv pul CCS),2050,32.9808783,1009.17082
China,Policy,electricity,coal,coal (conv pul CCS),2055,34.99448292,704.7214762
China,Policy,electricity,coal,coal (conv pul CCS),2060,35.89379882,520.9838247
China,Policy,electricity,coal,coal (conv pul CCS),2065,36.81330393,409.3218355
China,Policy,electricity,coal,coal (conv pul CCS),2070,35.70138748,315.9964847
China,Policy,electricity,coal,coal (conv pul CCS),2075,34.13177405,249.4900442
China,Policy,electricity,coal,coal (conv pul CCS),2080,32.64174253,208.8752929
China,Policy,electricity,coal,coal (conv pul CCS),2085,30.675927,176.0606906
China,Policy,electricity,coal,coal (conv pul CCS),2090,28.9556615,152.3574716
China,Policy,electricity,coal,coal (conv pul CCS),2095,18.85501611,93.20970421
China,Policy,electricity,coal,coal (conv pul CCS),2100,10.8173917,51.00744246
China,Policy,electricity,coal,coal (IGCC CCS),1990,0,NA
China,Policy,electricity,coal,coal (IGCC CCS),2005,0,NA
China,Policy,electricity,coal,coal (IGCC CCS),2010,0,NA
China,Policy,electricity,coal,coal (IGCC CCS),2015,0,NA
China,Policy,electricity,coal,coal (IGCC CCS),2020,0,NA
China,Policy,electricity,coal,coal (IGCC CCS),2025,-5.13E-05,-0.175136191
China,Policy,electricity,coal,coal (IGCC CCS),2030,-0.000122606,-0.204260564
China,Policy,electricity,coal,coal (IGCC CCS),2035,2.028338427,1820.919818
China,Policy,electricity,coal,coal (IGCC CCS),2040,3.723567091,1756.468148
China,Policy,electricity,coal,coal (IGCC CCS),2045,5.453838322,1314.541882
China,Policy,electricity,coal,coal (IGCC CCS),2050,6.620608049,973.6189023
China,Policy,electricity,coal,coal (IGCC CCS),2055,7.179194946,636.0734935
China,Policy,electricity,coal,coal (IGCC CCS),2060,7.46661175,447.5357513
China,Policy,electricity,coal,coal (IGCC CCS),2065,7.781739519,341.2614004
China,Policy,electricity,coal,coal (IGCC CCS),2070,7.525319811,253.1251574
China,Policy,electricity,coal,coal (IGCC CCS),2075,7.132863369,192.7115755
China,Policy,electricity,coal,coal (IGCC CCS),2080,6.757279222,156.9619201
China,Policy,electricity,coal,coal (IGCC CCS),2085,6.265719434,127.6550697
China,Policy,electricity,coal,coal (IGCC CCS),2090,5.83975174,107.5257575
China,Policy,electricity,coal,coal (IGCC CCS),2095,4.16081603,71.14545416
China,Policy,electricity,coal,coal (IGCC CCS),2100,2.55380342,41.18729155
China,Policy,electricity,coal,coal (conv pul),1990,0,0
China,Policy,electricity,coal,coal (conv pul),2005,0,0
China,Policy,electricity,coal,coal (conv pul),2010,0,0
China,Policy,electricity,coal,coal (conv pul),2015,0,0
China,Policy,electricity,coal,coal (conv pul),2020,-5.00E-05,-5.15E-05
China,Policy,electricity,coal,coal (conv pul),2025,0.0565014,0.055548985
China,Policy,electricity,coal,coal (conv pul),2030,0.1073817,0.104120532
China,Policy,electricity,coal,coal (conv pul),2035,-23.4131883,-23.42440983
China,Policy,electricity,coal,coal (conv pul),2040,-47.78557803,-51.57365611
China,Policy,electricity,coal,coal (conv pul),2045,-62.84293579,-76.77456675
China,Policy,electricity,coal,coal (conv pul),2050,-62.29025008,-91.51334093
China,Policy,electricity,coal,coal (conv pul),2055,-51.37737047,-96.0020485
China,Policy,electricity,coal,coal (conv pul),2060,-39.00902956,-97.16725927
China,Policy,electricity,coal,coal (conv pul),2065,-27.64135497,-93.72213155
China,Policy,electricity,coal,coal (conv pul),2070,-18.91071241,-90.68252403
China,Policy,electricity,coal,coal (conv pul),2075,-12.03673447,-87.72405711
China,Policy,electricity,coal,coal (conv pul),2080,-6.495333626,-87.38454375
China,Policy,electricity,coal,coal (conv pul),2085,-3.318106214,-89.06230238
China,Policy,electricity,coal,coal (conv pul),2090,-1.420260256,-92.35428748
China,Policy,electricity,coal,coal (conv pul),2095,-0.507125885,-92.4498469
China,Policy,electricity,coal,coal (conv pul),2100,-0.170578362,-89.5854135
China,Policy,electricity,coal,coal (IGCC),1990,0,NA
China,Policy,electricity,coal,coal (IGCC),2005,0,NA
China,Policy,electricity,coal,coal (IGCC),2010,0,NA
China,Policy,electricity,coal,coal (IGCC),2015,0,NA
China,Policy,electricity,coal,coal (IGCC),2020,0,NA
China,Policy,electricity,coal,coal (IGCC),2025,0.0052643,0.330152701
China,Policy,electricity,coal,coal (IGCC),2030,0.009776,0.322306002
China,Policy,electricity,coal,coal (IGCC),2035,-0.3144679,-7.485380654
China,Policy,electricity,coal,coal (IGCC),2040,-1.77637913,-34.6041447
China,Policy,electricity,coal,coal (IGCC),2045,-3.79367564,-64.39458113
China,Policy,electricity,coal,coal (IGCC),2050,-5.378807915,-86.52224289
China,Policy,electricity,coal,coal (IGCC),2055,-5.895383493,-94.28966404
China,Policy,electricity,coal,coal (IGCC),2060,-5.663088013,-96.47341887
China,Policy,electricity,coal,coal (IGCC),2065,-4.820194914,-93.16330261
China,Policy,electricity,coal,coal (IGCC),2070,-3.857860347,-90.95546517
China,Policy,electricity,coal,coal (IGCC),2075,-2.898413599,-88.98342452
China,Policy,electricity,coal,coal (IGCC),2080,-2.179828707,-87.75624719
China,Policy,electricity,coal,coal (IGCC),2085,-1.289061904,-89.02025223
China,Policy,electricity,coal,coal (IGCC),2090,-0.642018765,-89.90767088
China,Policy,electricity,coal,coal (IGCC),2095,-0.268199734,-89.72942328
China,Policy,electricity,coal,coal (IGCC),2100,-0.101625125,-86.34542566
China,Policy,electricity,geothermal,geothermal,1990,0,0
China,Policy,electricity,geothermal,geothermal,2005,0,0
China,Policy,electricity,geothermal,geothermal,2010,0,0
China,Policy,electricity,geothermal,geothermal,2015,0,0
China,Policy,electricity,geothermal,geothermal,2020,0,0
China,Policy,electricity,geothermal,geothermal,2025,8.51E-06,0.005312899
China,Policy,electricity,geothermal,geothermal,2030,5.80E-06,0.003616699
China,Policy,electricity,geothermal,geothermal,2035,-0.007513586,-4.698233993
China,Policy,electricity,geothermal,geothermal,2040,-0.004861556,-3.053778587
China,Policy,electricity,geothermal,geothermal,2045,-0.003652127,-2.312864221
China,Policy,electricity,geothermal,geothermal,2050,-0.002326252,-1.478232894
China,Policy,electricity,geothermal,geothermal,2055,-0.000393414,-0.25217793
China,Policy,electricity,geothermal,geothermal,2060,5.65E-05,0.036278332
China,Policy,electricity,geothermal,geothermal,2065,-0.001574711,-1.0116089
China,Policy,electricity,geothermal,geothermal,2070,0.000682096,0.438698935
China,Policy,electricity,geothermal,geothermal,2075,0.000992962,0.638992797
China,Policy,electricity,geothermal,geothermal,2080,0.001287508,0.824909184
China,Policy,electricity,geothermal,geothermal,2085,0.002348063,1.507817216
China,Policy,electricity,geothermal,geothermal,2090,0.002273373,1.456637036
China,Policy,electricity,geothermal,geothermal,2095,-0.003299353,-2.108667982
China,Policy,electricity,geothermal,geothermal,2100,-0.001400383,-0.895428266
China,Policy,electricity,nuclear,Gen_III,1990,0,NA
China,Policy,electricity,nuclear,Gen_III,2005,0,NA
China,Policy,electricity,nuclear,Gen_III,2010,0,NA
China,Policy,electricity,nuclear,Gen_III,2015,0,NA
China,Policy,electricity,nuclear,Gen_III,2020,-2.00E-05,-0.001048746
China,Policy,electricity,nuclear,Gen_III,2025,0.001957,0.046975313
China,Policy,electricity,nuclear,Gen_III,2030,0.00472,0.072896383
China,Policy,electricity,nuclear,Gen_III,2035,10.261891,115.6214301
China,Policy,electricity,nuclear,Gen_III,2040,16.37166,139.9674303
China,Policy,electricity,nuclear,Gen_III,2045,22.032756,142.7567341
China,Policy,electricity,nuclear,Gen_III,2050,25.823352,136.0791117
China,Policy,electricity,nuclear,Gen_III,2055,26.524699,113.7939772
China,Policy,electricity,nuclear,Gen_III,2060,26.566457,97.12810167
China,Policy,electricity,nuclear,Gen_III,2065,27.293439,87.31412377
China,Policy,electricity,nuclear,Gen_III,2070,25.651978,72.68832262
China,Policy,electricity,nuclear,Gen_III,2075,23.637126,60.26378094
China,Policy,electricity,nuclear,Gen_III,2080,21.923011,54.20915465
China,Policy,electricity,nuclear,Gen_III,2085,19.852422,48.05004747
China,Policy,electricity,nuclear,Gen_III,2090,18.16711,43.57056704
China,Policy,electricity,nuclear,Gen_III,2095,9.785467,23.53330307
China,Policy,electricity,nuclear,Gen_III,2100,4.285326,10.46329917
China,Policy,electricity,solar,PV,1990,0,0
China,Policy,electricity,solar,PV,2005,0,0
China,Policy,electricity,solar,PV,2010,0,0
China,Policy,electricity,solar,PV,2015,0,0
China,Policy,electricity,solar,PV,2020,0,0
China,Policy,electricity,solar,PV,2025,-6.77E-06,-0.137795941
China,Policy,electricity,solar,PV,2030,-1.02E-05,-0.094211661
China,Policy,electricity,solar,PV,2035,0.01739873,95.2523007
China,Policy,electricity,solar,PV,2040,0.02132559,82.22046721
China,Policy,electricity,solar,PV,2045,0.02202351,67.32992686
China,Policy,electricity,solar,PV,2050,0.0220776,59.75196989
China,Policy,electricity,solar,PV,2055,0.02110313,53.83428184
China,Policy,electricity,solar,PV,2060,0.02050843,53.55856115
China,Policy,electricity,solar,PV,2065,0.00764785,21.53346143
China,Policy,electricity,solar,PV,2070,0.00498901,15.22254189
China,Policy,electricity,solar,PV,2075,0.00502067,16.61777984
China,Policy,electricity,solar,PV,2080,0.00508064,17.47169632
China,Policy,electricity,solar,PV,2085,0.00490439,17.43030742
China,Policy,electricity,solar,PV,2090,0.00437986,16.14483039
China,Policy,electricity,solar,PV,2095,0.0056652,21.72595809
China,Policy,electricity,solar,PV,2100,0.00620146,24.84979432
China,Policy,electricity,solar,CSP_storage,1990,0,NA
China,Policy,electricity,solar,CSP_storage,2005,0,NA
China,Policy,electricity,solar,CSP_storage,2010,0,NA
China,Policy,electricity,solar,CSP_storage,2015,0,NA
China,Policy,electricity,solar,CSP_storage,2020,0,NA
China,Policy,electricity,solar,CSP_storage,2025,-5.03E-06,-0.242767624
China,Policy,electricity,solar,CSP_storage,2030,-2.11E-05,-0.235765827
China,Policy,electricity,solar,CSP_storage,2035,0.125339887,437.8889312
China,Policy,electricity,solar,CSP_storage,2040,0.298120957,399.6927013
China,Policy,electricity,solar,CSP_storage,2045,0.56641965,309.9896701
China,Policy,electricity,solar,CSP_storage,2050,0.807149653,239.4986899
China,Policy,electricity,solar,CSP_storage,2055,0.923765144,161.8751914
China,Policy,electricity,solar,CSP_storage,2060,0.978049622,116.2946136
China,Policy,electricity,solar,CSP_storage,2065,0.921829027,82.82556956
China,Policy,electricity,solar,CSP_storage,2070,0.638948334,46.44541122
China,Policy,electricity,solar,CSP_storage,2075,0.23402436,14.8196807
China,Policy,electricity,solar,CSP_storage,2080,-0.143495339,-8.469073744
China,Policy,electricity,solar,CSP_storage,2085,-0.446392338,-25.5346656
China,Policy,electricity,solar,CSP_storage,2090,-0.66926009,-38.62831103
China,Policy,electricity,solar,CSP_storage,2095,-0.581917347,-34.82317555
China,Policy,electricity,solar,CSP_storage,2100,-0.412804793,-26.01168263
Taiwan,Policy,electricity,biomass,biomass (conv CCS),1990,0,NA
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2005,0,NA
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2010,0,NA
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2015,0,NA
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2020,0,NA
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2025,-5.47E-05,-4.129667405
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2030,-0.000159389,-10.46998654
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2035,0.025530744,945.8051646
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2040,0.023470675,613.1016542
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2045,0.026480797,647.4671709
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2050,0.071877154,1863.043397
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2055,0.13796023,3764.5256
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2060,0.217636736,4983.765556
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2065,0.074323066,978.0843549
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2070,0.046048411,433.2230958
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2075,0.039570424,283.7946627
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2080,0.043032377,233.1431809
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2085,0.053576493,238.8679828
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2090,0.069272144,211.8895157
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2095,0.059543202,111.1868224
Taiwan,Policy,electricity,biomass,biomass (conv CCS),2100,0.057519553,72.95400442
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),1990,0,NA
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2005,0,NA
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2010,0,NA
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2015,0,NA
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2020,0,NA
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2025,-6.48E-06,-1.527707452
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2030,-3.68E-05,-5.465132859
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2035,0.008049734,647.1331142
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2040,0.013363997,661.2454056
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2045,0.0207908,760.2621695
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2050,0.047781269,1483.063538
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2055,0.08128045,2253.921785
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2060,0.119468591,2614.257131
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2065,0.081846633,1061.187255
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2070,0.062105219,531.8331742
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2075,0.056525983,343.2203022
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2080,0.06086856,270.3611375
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2085,0.073861908,252.4156245
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2090,0.090576362,219.1993494
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2095,0.087008357,138.4212018
Taiwan,Policy,electricity,biomass,biomass (IGCC CCS),2100,0.08257611,93.45586381
Taiwan,Policy,electricity,coal,coal (conv pul CCS),1990,0,NA
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2005,0,NA
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2010,0,NA
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2015,0,NA
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2020,0,NA
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2025,-5.98E-05,-0.974534253
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2030,9.89E-06,0.094981738
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2035,0.091825937,552.4174975
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2040,0.134693514,552.9626172
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2045,0.166607709,516.1083627
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2050,0.2541214,671.4072757
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2055,0.309283408,771.6285662
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2060,0.3682763,872.7100409
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2065,0.362062715,718.8458724
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2070,0.370174528,537.2902215
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2075,0.385189237,425.954771
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2080,0.410000521,348.1340572
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2085,0.429954066,298.9319936
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2090,0.462303461,257.439605
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2095,0.401953114,175.7621777
Taiwan,Policy,electricity,coal,coal (conv pul CCS),2100,0.376380291,136.4148567
Taiwan,Policy,electricity,coal,coal (IGCC CCS),1990,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2005,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2010,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2015,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2020,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2025,-2.60E-05,-2.220621206
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2030,-2.02E-05,-0.934463554
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2035,0.031159305,799.0054215
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2040,0.053360855,810.6452395
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2045,0.079795375,796.0761038
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2050,0.135538482,1011.795661
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2055,0.179973019,1104.781134
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2060,0.226614275,1149.313274
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2065,0.225893161,835.3909039
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2070,0.234981811,602.9075143
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2075,0.247940561,461.8403672
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2080,0.266027487,367.4928391
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2085,0.281464635,308.3825622
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2090,0.301573835,259.7284756
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2095,0.272936662,182.7980479
Taiwan,Policy,electricity,coal,coal (IGCC CCS),2100,0.257653189,142.0264042
Taiwan,Policy,electricity,coal,coal (conv pul),1990,0,0
Taiwan,Policy,electricity,coal,coal (conv pul),2005,0,0
Taiwan,Policy,electricity,coal,coal (conv pul),2010,0,0
Taiwan,Policy,electricity,coal,coal (conv pul),2015,0,0
Taiwan,Policy,electricity,coal,coal (conv pul),2020,9.99E-07,4.48E-05
Taiwan,Policy,electricity,coal,coal (conv pul),2025,0.002324543,0.09437431
Taiwan,Policy,electricity,coal,coal (conv pul),2030,0.009395723,0.36445139
Taiwan,Policy,electricity,coal,coal (conv pul),2035,-0.338248023,-12.98172231
Taiwan,Policy,electricity,coal,coal (conv pul),2040,-0.860041214,-33.67983827
Taiwan,Policy,electricity,coal,coal (conv pul),2045,-1.51873443,-62.53430559
Taiwan,Policy,electricity,coal,coal (conv pul),2050,-1.937634167,-86.85425547
Taiwan,Policy,electricity,coal,coal (conv pul),2055,-1.85720044,-94.40932707
Taiwan,Policy,electricity,coal,coal (conv pul),2060,-1.599773895,-96.25719813
Taiwan,Policy,electricity,coal,coal (conv pul),2065,-1.248931757,-90.34978877
Taiwan,Policy,electricity,coal,coal (conv pul),2070,-0.902213095,-83.91278802
Taiwan,Policy,electricity,coal,coal (conv pul),2075,-0.615788011,-78.01762697
Taiwan,Policy,electricity,coal,coal (conv pul),2080,-0.311165247,-76.71654005
Taiwan,Policy,electricity,coal,coal (conv pul),2085,-0.186928366,-77.38811275
Taiwan,Policy,electricity,coal,coal (conv pul),2090,-0.097357007,-73.76026243
Taiwan,Policy,electricity,coal,coal (conv pul),2095,-0.044287181,-67.66137033
Taiwan,Policy,electricity,coal,coal (conv pul),2100,-0.016469005,-51.52950873
Taiwan,Policy,electricity,coal,coal (IGCC),1990,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC),2005,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC),2010,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC),2015,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC),2020,0,NA
Taiwan,Policy,electricity,coal,coal (IGCC),2025,-0.000354076,-0.419215517
Taiwan,Policy,electricity,coal,coal (IGCC),2030,0.001155921,0.772004944
Taiwan,Policy,electricity,coal,coal (IGCC),2035,-0.002172237,-1.039999531
Taiwan,Policy,electricity,coal,coal (IGCC),2040,-0.037233387,-14.19855305
Taiwan,Policy,electricity,coal,coal (IGCC),2045,-0.121537786,-39.26716792
Taiwan,Policy,electricity,coal,coal (IGCC),2050,-0.257809161,-74.50963337
Taiwan,Policy,electricity,coal,coal (IGCC),2055,-0.329005952,-89.41913887
Taiwan,Policy,electricity,coal,coal (IGCC),2060,-0.351798897,-93.57674803
Taiwan,Policy,electricity,coal,coal (IGCC),2065,-0.340480916,-87.79647065
Taiwan,Policy,electricity,coal,coal (IGCC),2070,-0.294534741,-81.86074932
Taiwan,Policy,electricity,coal,coal (IGCC),2075,-0.241715111,-77.18809158
Taiwan,Policy,electricity,coal,coal (IGCC),2080,-0.195076207,-73.78981575
Taiwan,Policy,electricity,coal,coal (IGCC),2085,-0.13696752,-73.54737035
Taiwan,Policy,electricity,coal,coal (IGCC),2090,-0.079534806,-67.31627954
Taiwan,Policy,electricity,coal,coal (IGCC),2095,-0.040091069,-60.61741928
Taiwan,Policy,electricity,coal,coal (IGCC),2100,-0.015403889,-43.80997894
Taiwan,Policy,electricity,geothermal,geothermal,1990,0,0
Taiwan,Policy,electricity,geothermal,geothermal,2005,0,NA
Taiwan,Policy,electricity,geothermal,geothermal,2010,0,NA
Taiwan,Policy,electricity,geothermal,geothermal,2015,0,NA
Taiwan,Policy,electricity,geothermal,geothermal,2020,-1.00E-08,-0.000283058
Taiwan,Policy,electricity,geothermal,geothermal,2025,6.98E-07,0.015963593
Taiwan,Policy,electricity,geothermal,geothermal,2030,-4.36E-07,-0.0099392
Taiwan,Policy,electricity,geothermal,geothermal,2035,-0.000148434,-3.389193654
Taiwan,Policy,electricity,geothermal,geothermal,2040,-0.000143704,-3.297527526
Taiwan,Policy,electricity,geothermal,geothermal,2045,-0.000161105,-3.720768579
Taiwan,Policy,electricity,geothermal,geothermal,2050,-0.000140727,-3.284249649
Taiwan,Policy,electricity,geothermal,geothermal,2055,-0.000110393,-2.589871059
Taiwan,Policy,electricity,geothermal,geothermal,2060,-8.19E-05,-1.93613478
Taiwan,Policy,electricity,geothermal,geothermal,2065,0.000123128,2.960664625
Taiwan,Policy,electricity,geothermal,geothermal,2070,1.71E-05,0.410471621
Taiwan,Policy,electricity,geothermal,geothermal,2075,-1.15E-05,-0.276909365
Taiwan,Policy,electricity,geothermal,geothermal,2080,-2.04E-05,-0.491747816
Taiwan,Policy,electricity,geothermal,geothermal,2085,-2.55E-05,-0.611269404
Taiwan,Policy,electricity,geothermal,geothermal,2090,-1.88E-05,-0.453153593
Taiwan,Policy,electricity,geothermal,geothermal,2095,2.14E-05,0.516589208
Taiwan,Policy,electricity,geothermal,geothermal,2100,-3.50E-06,-0.084361058
Taiwan,Policy,electricity,nuclear,Gen_III,1990,0,NA
Taiwan,Policy,electricity,nuclear,Gen_III,2005,0,NA
Taiwan,Policy,electricity,nuclear,Gen_III,2010,0,NA
Taiwan,Policy,electricity,nuclear,Gen_III,2015,0,NA
Taiwan,Policy,electricity,nuclear,Gen_III,2020,-1.00E-09,-0.000473469
Taiwan,Policy,electricity,nuclear,Gen_III,2025,-4.00E-06,-0.951527483
Taiwan,Policy,electricity,nuclear,Gen_III,2030,-2.18E-06,-0.335896361
Taiwan,Policy,electricity,nuclear,Gen_III,2035,0.00094652,98.89333746
Taiwan,Policy,electricity,nuclear,Gen_III,2040,0.002089767,154.3932739
Taiwan,Policy,electricity,nuclear,Gen_III,2045,0.003906718,208.9562984
Taiwan,Policy,electricity,nuclear,Gen_III,2050,0.006080881,244.061045
Taiwan,Policy,electricity,nuclear,Gen_III,2055,0.007632584,241.550616
