region,scenario,sector,subsector,technology,year,cost
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2035,13.6997
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2035,12.1356
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2035,8.43659
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2035,7.00689
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2035,10.1601
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2035,21.2057
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2035,9.35867
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2035,9.91709
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2035,17.6993
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2035,15.1305
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2035,22.672
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2035,7.93457
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2035,8.19115
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2035,6.51967
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2035,22.0863
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2035,7.33328
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2035,8.99918
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2035,16.0159
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2040,13.2427
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2040,16.6589
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2040,19.606
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2040,15.9721
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2040,19.0376
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2040,11.4679
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2040,14.0209
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2040,11.2986
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2040,13.7571
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2040,8.42997
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2040,8.42271
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2040,12.3069
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2040,20.9988
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2040,9.34348
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2040,10.0163
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2040,16.646
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2040,16.2756
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2040,24.3234
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2040,13.7758
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2040,9.77268
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2040,7.07353
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2040,16.4371
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2040,6.47981
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2040,9.86215
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2040,13.1084
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2040,14.1612
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2040,20.791
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2040,19.7927
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2040,21.6699
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2040,19.5512
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2040,15.3907
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2040,14.15
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2040,15.8174
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2040,13.8968
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2040,9.11552
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2040,7.67081
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2040,11.173
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2040,22.8702
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2040,9.30689
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2040,9.97973
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2040,18.343
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2040,15.8894
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2040,23.7703
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2040,7.40399
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2040,7.54609
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2040,6.94494
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2040,19.719
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2040,7.87457
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2040,8.44661
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2040,15.6005
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2045,13.5104
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2045,16.904
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2045,21.9725
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2045,16.5387
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2045,22.1236
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2045,11.3926
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2045,15.9629
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2045,11.3724
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2045,15.8859
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2045,8.16623
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2045,9.04254
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2045,13.2281
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2045,21.9796
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2045,9.31415
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2045,10.0922
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2045,16.2293
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2045,17.1858
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2045,25.7094
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2045,13.8958
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2045,9.19188
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2045,7.57141
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2045,14.9856
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2045,6.59162
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2045,9.75502
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2045,12.3838
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2045,14.892
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2045,22.2997
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2045,22.2573
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2045,23.9085
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2045,22.8086
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2045,16.5098
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2045,16.1594
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2045,17.2353
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2045,16.0973
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2045,9.46999
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2045,8.43009
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2045,12.3025
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2045,26.0652
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2045,9.27613
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2045,10.0542
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2045,18.6831
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2045,16.8955
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2045,25.3038
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2045,7.06283
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2045,7.09706
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2045,7.66461
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2045,17.9776
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2045,8.59156
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2045,8.18694
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2045,15.5613
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2050,13.5707
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2050,14.7841
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2050,25.1656
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2050,13.9898
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2050,26.1858
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2050,11.635
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2050,21.2063
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2050,11.7556
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2050,21.5525
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2050,8.09557
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2050,11.0819
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2050,16.2334
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2050,22.3215
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2050,9.29417
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2050,10.1729
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2050,16.1679
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2050,20.1186
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2050,30.0485
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2050,13.8267
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2050,8.79014
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2050,7.74322
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2050,13.9329
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2050,6.7147
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2050,9.67422
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2050,11.8526
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2050,15.439
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2050,20.4704
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2050,25.9076
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2050,21.682
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2050,27.5072
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2050,16.5712
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2050,21.3981
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2050,17.4219
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2050,21.7619
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2050,9.41622
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2050,10.5657
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2050,15.4551
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2050,29.8486
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2050,9.2567
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2050,10.1355
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2050,18.2094
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2050,19.5645
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2050,29.2453
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2050,6.86553
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2050,6.78716
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2050,8.51547
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2050,16.7147
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2050,9.45524
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2050,8.24114
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2050,15.7511
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2055,13.353
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2055,10.8503
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2055,29.5653
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2055,9.03084
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2055,31.7422
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2055,12.5324
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2055,30.0228
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2055,12.8449
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2055,31.0218
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2055,8.27507
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2055,14.5799
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2055,21.3749
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2055,20.1575
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2055,9.25806
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2055,10.233
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2055,14.3376
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2055,23.0264
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2055,34.3781
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2055,13.439
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2055,8.50406
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2055,7.50272
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2055,13.1814
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2055,6.6473
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2055,9.41859
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2055,11.3864
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2055,15.8619
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2055,16.4406
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2055,30.3016
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2055,16.5367
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2055,33.1466
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2055,17.3344
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2055,30.104
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2055,18.3647
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2055,31.1131
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2055,9.64413
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2055,14.1522
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2055,20.7284
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2055,28.3719
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2055,9.21922
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2055,10.1941
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2055,16.9739
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2055,23.1025
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2055,34.5289
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2055,6.76162
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2055,6.56582
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2055,9.23614
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2055,15.8131
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2055,10.0813
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2055,8.34928
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2055,15.7779
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2060,12.9488
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2060,9.59209
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2060,35.5942
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2060,7.58376
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2060,39.1827
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2060,13.0159
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2060,37.5742
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2060,13.4551
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2060,39.1521
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2060,8.19797
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2060,17.4782
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2060,25.6582
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2060,18.3067
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2060,9.22605
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2060,10.297
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2060,12.7482
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2060,25.6744
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2060,38.2551
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2060,12.9867
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2060,8.3156
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2060,7.17614
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2060,12.6161
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2060,6.52677
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2060,9.10642
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2060,11.005
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2060,15.93
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2060,14.2907
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2060,35.4466
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2060,13.8592
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2060,39.6129
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2060,17.7332
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2060,37.5429
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2060,18.8937
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2060,39.1238
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2060,9.69372
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2060,17.193
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2060,25.2237
Taiwan,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2060,22.86
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2060,9.1871
Taiwan,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2060,10.2581
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2060,15.3843
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2060,25.7876
Taiwan,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2060,38.4615
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2060,6.66815
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2060,6.42037
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2060,9.44857
Taiwan,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2060,15.1349
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2060,9.8789
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2060,8.2171
Taiwan,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2060,15.1925
China,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2065,11.9898
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2065,9.87526
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2065,35.165
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2065,8.12069
China,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2065,38.754
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2065,12.6088
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2065,36.494
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2065,13.0548
China,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2065,38.0501
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2065,8.03884
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2065,17.1171
China,Policy_NoDAC_CI_IPSL,electricity,gas,gas (steam/CT),2065,25.0764
China,Policy_NoDAC_CI_IPSL,electricity,geothermal,geothermal,2065,20.1503
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_III,2065,9.21019
China,Policy_NoDAC_CI_IPSL,electricity,nuclear,Gen_II_LWR,2065,10.3681
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC CCS),2065,13.6182
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (CC),2065,26.2452
China,Policy_NoDAC_CI_IPSL,electricity,refined liquids,refined liquids (steam/CT),2065,39.0266
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP,2065,12.1657
China,Policy_NoDAC_CI_IPSL,electricity,solar,CSP_storage,2065,8.1768
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV,2065,6.38283
China,Policy_NoDAC_CI_IPSL,electricity,solar,PV_storage,2065,12.2172
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind,2065,6.13832
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_offshore,2065,8.46783
China,Policy_NoDAC_CI_IPSL,electricity,wind,wind_storage,2065,10.5953
Taiwan,Policy_NoDAC_CI_IPSL,elect_td_bld,rooftop_pv,rooftop_pv,2065,15.1144
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC CCS),2065,14.5411
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (IGCC),2065,35.0874
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv CCS),2065,14.3454
Taiwan,Policy_NoDAC_CI_IPSL,electricity,biomass,biomass (conv),2065,39.2627
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC CCS),2065,17.1852
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (IGCC),2065,36.4153
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul CCS),2065,18.3148
Taiwan,Policy_NoDAC_CI_IPSL,electricity,coal,coal (conv pul),2065,37.9703
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC CCS),2065,9.43704
Taiwan,Policy_NoDAC_CI_IPSL,electricity,gas,gas (CC),2065,16.7601
